"V1","word","wf","img","os","ps","ons","pns","op_uncond","op_coda","op_onset","log_wf","log_ons","log_pns","word_length"
681,"chin",112,6.2,0.0597962872041605,0.0106776116246462,17,45,0.1385101,0.0671142,0.3692338,2.05307844348342,1.25527250510331,1.66275783168157,4
682,"chink",8,NA,NA,NA,NA,NA,0.1385101,0,0.3692338,0.954242509439325,NA,NA,5
683,"chinked",0,NA,0.0097069956047392,0.0116705502396009,3,10,0.1385101,0,0.3692338,0,0.602059991327962,1.04139268515822,7
684,"chinks",14,NA,NA,NA,NA,NA,0.1385101,0,0.3692338,1.17609125905568,NA,NA,6
685,"chins",5,NA,0.0071259568504341,-0.0012637619219928,16,34,0.1385101,0,0.3692338,0.778151250383644,1.23044892137827,1.54406804435028,5
686,"chip",3376,5.7,0.0399232895206559,0.0396406993644315,13,33,0.1385101,0,0.3692338,3.52853106063541,1.14612803567824,1.53147891704226,4
687,"chips",2486,NA,0.0823571068513261,0.0561406827835001,12,34,0.1385101,0,0.3692338,3.39567578526994,1.11394335230684,1.54406804435028,5
688,"chirp",11,4.2,0.14711651549521,0.0681998978747862,4,13,0.03242148,0,0,1.07918124604762,0.698970004336019,1.14612803567824,5
689,"chirped",3,NA,0.0452173368131115,0.0018579951436243,1,9,0.03242148,0,0,0.602059991327962,0.301029995663981,1,7
690,"chirps",10,NA,NA,NA,NA,NA,0.03242148,0,0,1.04139268515822,NA,NA,6
691,"chit",15,NA,-0.0133165353804093,0.0110457546790074,9,35,0.1385101,0,0.3692338,1.20411998265592,1,1.55630250076729,4
692,"chits",4,NA,NA,NA,NA,NA,0.1385101,0,0.3692338,0.698970004336019,NA,NA,5
693,"chive",0,4.7,NA,NA,7,11,0.05107418,0.2801079,0,0,0.903089986991944,1.07918124604762,5
694,"chives",1,NA,-0.0339131752192011,0.0113622058335577,8,11,0.05107418,0.2064509,0,0.301029995663981,0.954242509439325,1.07918124604762,6
695,"choice",3184,2.6,0.73466021821024,0.011935250692212,2,5,0.05444778,0,0,3.50310943667137,0.477121254719662,0.778151250383644,6
696,"choir",97,5.5,0.231994813295846,0.225697821998747,3,2,NA,NA,NA,1.99122607569249,0.602059991327962,0.477121254719662,5
697,"choirs",10,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515822,NA,NA,6
698,"choke",164,5,0.0827122634827628,0.0800904867713251,9,20,0.1752584,0,0,2.21748394421391,1,1.32221929473392,5
699,"choked",75,NA,0.063291712175969,0.0183663388592812,5,13,0.1752584,0,0,1.88081359228079,0.778151250383644,1.14612803567824,6
700,"chokes",17,NA,NA,NA,NA,NA,0.1752584,0,0,1.25527250510331,NA,NA,6
701,"chomp",8,NA,-0.10908875756543,-0.0696936102060427,8,12,0.6008455,0,0,0.954242509439325,0.954242509439325,1.11394335230684,5
702,"chomps",2,NA,NA,NA,NA,NA,0.6008455,0,0,0.477121254719662,NA,NA,6
703,"choose",1619,2.3,0.155251101872699,-0.0220205552028356,5,7,0.3230592,0,0,3.20951501454263,0.778151250383644,0.903089986991944,6
704,"chop",58,4.5,0.0902001250258749,0.0615371612827737,13,25,0.6008455,0,0,1.77085201164214,1.14612803567824,1.41497334797082,4
705,"chopped",83,NA,0.0247263686466793,0.0212244126641845,10,21,0.6008455,0,0,1.92427928606188,1.04139268515822,1.34242268082221,7
706,"chops",40,NA,0.123826836853129,0.106415947829209,12,23,0.6008455,0,0,1.61278385671974,1.11394335230684,1.38021124171161,5
707,"chord",91,4.6,0.2269725138562,0.0106411711090386,4,61,0.2064509,0.2223924,0,1.96378782734556,0.698970004336019,1.79239168949825,5
708,"chords",34,NA,0.30887499765088,0.0446806629788452,5,32,0.2064509,0.2895066,0,1.54406804435028,0.778151250383644,1.51851393987789,6
709,"chore",67,4.2,0.0642231390310472,0.0124731753986886,7,60,0,0,0,1.83250891270624,0.903089986991944,1.78532983501077,5
710,"chores",121,NA,0.0124866759776325,-0.014521527276499,7,52,0,0,0,2.08635983067475,0.903089986991944,1.72427586960079,6
711,"chose",1061,2.8,0.0841587147703325,-0.003182256420775,9,46,0.1752584,0.2895066,0,3.02612451674545,1,1.67209785793572,5
712,"chow",26,4.3,0.0034180574555412,0.0131686714029621,10,33,0.7529071,0.9068906,0,1.43136376415899,1.04139268515822,1.53147891704226,4
713,"chows",0,NA,NA,NA,NA,NA,0.7529071,1.087463,0,0,NA,NA,5
714,"christ",165,NA,0.0565066405295894,-0.0036703656864464,3,6,3.993725,3.584963,0.5849625,2.22010808804005,0.602059991327962,0.845098040014257,6
715,"christs",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7
716,"chrome",53,5.9,NA,0.0187998052293791,1,16,0.1752584,0.4150375,0,1.73239375982297,0.301029995663981,1.23044892137827,6
717,"chromes",0,NA,NA,NA,NA,NA,0.1752584,0.2223924,0,0,NA,NA,7
718,"chub",1,NA,NA,NA,NA,NA,0.1509953,0,0.06413034,0.301029995663981,NA,NA,4
719,"chubs",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5
720,"chuck",207,3.5,0.0462331300097582,0.0203659026809564,8,33,0.1509953,0.07400058,0.06413034,2.31806333496276,0.954242509439325,1.53147891704226,5
721,"chucks",1,NA,NA,NA,NA,NA,0.1509953,0.08246216,0.06413034,0.301029995663981,NA,NA,6
722,"chug",11,4.1,0.098277329192698,0.021266088066193,6,19,0.1509953,0,0.06413034,1.07918124604762,0.845098040014257,1.30102999566398,4
723,"chugged",8,NA,NA,NA,NA,NA,0.1509953,0,0.06413034,0.954242509439325,NA,NA,7
724,"chugs",3,NA,NA,NA,NA,NA,0.1509953,0,0.06413034,0.602059991327962,NA,NA,5
725,"chum",31,3.7,0.0562470663185455,0.0211467933909332,8,23,0.1509953,0.1255309,0.06413034,1.50514997831991,0.954242509439325,1.38021124171161,4
726,"chump",9,3.9,-0.0140511310910542,-0.0129346987789758,10,20,0.1509953,0,0.06413034,1,1.04139268515822,1.32221929473392,5
727,"chumps",0,NA,NA,NA,NA,NA,0.1509953,0,0.06413034,0,NA,NA,6
728,"chums",18,NA,NA,NA,NA,NA,0.1509953,0,0.06413034,1.27875360095283,NA,NA,5
729,"chunk",464,4.5,0.084330981823448,0.0636446865053005,7,15,0.1509953,0,0.06413034,2.66745295288995,0.903089986991944,1.20411998265592,5
730,"chunks",191,NA,0.126444207560026,0.0634206091942679,6,15,0.1509953,0,0.06413034,2.28330122870355,0.845098040014257,1.20411998265592,6
731,"church",2079,6.7,-0.060729785136886,-0.0091517862516184,1,11,0.04809429,0,0,3.31806333496276,0.301029995663981,1.07918124604762,6
732,"churl",2,NA,NA,NA,NA,NA,0.04809429,0,0,0.477121254719662,NA,NA,5
733,"churls",3,NA,NA,NA,NA,NA,0.04809429,0,0,0.602059991327962,NA,NA,6
734,"churn",54,4.9,0.17061076865915,0.0327537907128652,2,25,0.04809429,0,0,1.74036268949424,0.477121254719662,1.41497334797082,5
735,"churned",44,NA,NA,0.084694475587373,0,9,0.04809429,0,0,1.65321251377534,0,1,7
736,"churns",7,NA,0.0704674055488414,0.0042179789210308,2,20,0.04809429,0,0,0.903089986991944,0.477121254719662,1.32221929473392,6
737,"chute",27,3.7,0.208452429901056,0.014817727098425,3,32,0.466318,0.4150375,0,1.44715803134222,0.602059991327962,1.51851393987789,5
738,"chutes",17,NA,NA,NA,NA,NA,0.466318,0.2223924,0,1.25527250510331,NA,NA,6
739,"cinch",33,2.7,-0.0111764289986347,0.0138649592965114,7,12,0.1385101,0,0,1.53147891704226,0.903089986991944,1.11394335230684,5
740,"cite",586,2.3,0.012351662833429,-0.0095385890045054,15,60,0.05107418,0.1604647,0,2.76863810124761,1.20411998265592,1.78532983501077,4
741,"cites",620,NA,0.0161850881663273,0.0060177433362414,11,41,0.05107418,0.0931094,0,2.79309160017658,1.07918124604762,1.6232492903979,5
742,"clad",161,2.1,0.022803234866839,0.0388156395268371,10,21,0.275751354691359,0.201633861169651,0,2.20951501454263,1.04139268515822,1.34242268082221,4
743,"claim",3808,2.6,0.251886371775815,0.101288189262065,3,16,0.1255309,0,0,3.58081097266095,0.602059991327962,1.23044892137827,5
744,"claims",7136,NA,0.308320661162553,0.12695412424838,2,13,0.1255309,0,0,3.85351569675693,0.477121254719662,1.14612803567824,6
745,"clam",29,6,0.0518444551881361,0.0269448624375346,16,22,0.275751354691359,0.146841388329271,0,1.47712125471966,1.23044892137827,1.36172783601759,4
746,"clamp",79,4.6,0.0357468472738784,0.0561684699803954,11,16,0.275751354691359,0.206450877467426,0,1.90308998699194,1.07918124604762,1.23044892137827,5
747,"clamped",36,NA,0.0451958886406684,0.128800815848791,9,9,0.275751354691359,0.137503523749935,0,1.56820172406699,1,1,7
748,"clamps",11,NA,0.094489044669733,0.106586539540972,10,12,0.275751354691359,0.169925001442312,0,1.07918124604762,1.04139268515822,1.11394335230684,6
749,"clams",20,NA,0.0591866948264506,0.0864901427070198,14,17,0.275751354691359,0.111031312388744,0,1.32221929473392,1.17609125905568,1.25527250510331,5
750,"clan",68,4.9,0.0259702365742186,0.0247662223692976,17,23,0.275751354691359,0.199308808223407,0,1.83884909073726,1.25527250510331,1.38021124171161,4
751,"clang",9,3,0.0072797568280543,0.0321233518082547,9,17,0.2757514,0.07800251,0,1,1,1.25527250510331,5
752,"clangs",2,NA,NA,NA,NA,NA,0.275751354691359,0,0,0.477121254719662,NA,NA,6
753,"clank",3,3,0.0021479512912613,0.0041963835808244,14,16,0.275751354691359,0,0,0.602059991327962,1.17609125905568,1.23044892137827,5
754,"clanked",2,NA,NA,NA,NA,NA,0.275751354691359,0,0,0.477121254719662,NA,NA,7
755,"clanks",0,NA,NA,NA,NA,NA,0.275751354691359,0,0,0,NA,NA,6
756,"clans",13,NA,NA,NA,NA,NA,0.275751354691359,0.214124805352848,0,1.14612803567824,NA,NA,5
757,"clap",13,5.6,0.0633143437865797,0.0810859557570223,16,21,0.275751354691359,0.115477217419936,0,1.14612803567824,1.23044892137827,1.34242268082221,4
758,"clapped",4,NA,0.0522575808795268,0.0637720390517244,11,15,0.2757514,0.07400058,0,0.698970004336019,1.07918124604762,1.20411998265592,7
759,"claps",7,NA,0.0463613503533245,0.0455018201572725,18,17,0.2757514,0.05062607,0,0.903089986991944,1.27875360095283,1.25527250510331,5
760,"clash",326,3.8,-0.0133982021600891,-0.0063432222190478,8,16,0.275751354691359,0.214124805352848,0,2.51454775266029,0.954242509439325,1.23044892137827,5
761,"clasp",7,4.1,-0.0019465530205938,0.0122588022764893,6,8,0.275751354691359,0.222392421336448,0,0.903089986991944,0.845098040014257,0.954242509439325,5
762,"clasped",10,NA,0.0809644727154081,0.0976905892948638,4,5,0.275751354691359,0,0,1.04139268515822,0.698970004336019,0.778151250383644,7
763,"clasps",1,NA,NA,NA,NA,NA,0.275751354691359,0.222392421336448,0,0.301029995663981,NA,NA,6
764,"class",8670,5.6,-0.0059025884547777,-0.0095441254563817,15,21,0.275751354691359,0,0,3.93806918622339,1.20411998265592,1.34242268082221,5
765,"clause",669,2.4,0.193965444361857,-0.0331265160703929,5,4,0.462972,0.4150375,0,2.82607480270083,0.778151250383644,0.698970004336019,6
766,"claw",18,6,0.0605642906280127,0.0579803140652467,13,17,0,0,0,1.27875360095283,1.14612803567824,1.25527250510331,4
767,"claws",24,NA,0.0265767223424772,0.037368087539605,12,18,0,0,0,1.39794000867204,1.11394335230684,1.27875360095283,5
768,"clay",290,6.1,0.0808794942508858,0.0356490623472266,14,21,0.0832555,0.08246216,0,2.46389298898591,1.17609125905568,1.34242268082221,4
769,"clays",49,NA,NA,NA,NA,NA,0.0832555,0.07594885,0,1.69897000433602,NA,NA,5
770,"clean",1737,4.5,0.0504138587053411,0.0800741345613774,7,26,0.2721575,0,0.3219281,3.24004977211265,0.903089986991944,1.43136376415899,5
771,"cleaned",160,NA,0.10633365710841,0.184647809392368,6,10,0.2721575,0,0.3219281,2.20682587603185,0.845098040014257,1.04139268515822,7
772,"cleans",31,NA,0.0186283332665377,0.100162997078978,8,15,0.2721575,0,0.3219281,1.50514997831991,0.954242509439325,1.20411998265592,6
773,"cleanse",26,4,0.0295406156577419,0.048453512937134,4,2,2.862121,0,2.321928,1.43136376415899,0.698970004336019,0.477121254719662,7
774,"cleansed",12,NA,0.0401579760849725,0.048453512937134,4,2,2.862121,0,2.321928,1.11394335230684,0.698970004336019,0.477121254719662,8
775,"clear",7829,3.6,0.0059285484212889,0.0395466895774898,5,16,0.9682911,0.3219281,0,3.89376176205794,0.778151250383644,1.23044892137827,5
776,"cleat",1,3.9,0.007753167037277,0.0039818474209282,7,16,0.2721575,0.2630344,0.3219281,0.301029995663981,0.903089986991944,1.23044892137827,5
777,"cleats",2,NA,NA,NA,NA,NA,0.2721575,0.3410369,0.3219281,0.477121254719662,NA,NA,6
778,"cleave",5,2.5,0.0399523260261245,0.0287967423449498,5,8,0.2721575,0,0.3219281,0.778151250383644,0.778151250383644,0.954242509439325,6
779,"cleaves",7,NA,NA,NA,NA,NA,0.2721575,0,0.3219281,0.903089986991944,NA,NA,7
780,"clef",2,2.9,0.0504901202616117,0.0331645390430429,7,7,0.06730399,0,0,0.477121254719662,0.903089986991944,0.903089986991944,4
781,"cleft",4,3.9,0.0404828128061254,0.0625843883525526,5,4,0.06730399,0,0,0.698970004336019,0.778151250383644,0.698970004336019,5
782,"clefts",1,NA,0.09832521384726,0.138213309506813,3,2,0.06730399,0,0,0.301029995663981,0.602059991327962,0.477121254719662,6
783,"clench",2,3.4,0.110356961140855,0.101971086467963,2,3,0.06730399,0,0,0.477121254719662,0.477121254719662,0.602059991327962,6
784,"clenched",21,NA,0.0185085770716322,0.0405364500859404,3,3,0.06730399,0,0,1.34242268082221,0.602059991327962,0.602059991327962,8
785,"clerk",471,6.2,0.273037682572255,0.0580824619918756,4,12,0.02445304,0,0,2.67394199863409,0.698970004336019,1.11394335230684,5
786,"clerks",275,NA,0.510960720348985,0.0697347953485046,2,11,0.02445304,0,0,2.44090908206522,0.477121254719662,1.07918124604762,6
787,"click",50,3.7,0.136104467247026,0.0792777983467016,10,23,0.1385101,0,0.4360991,1.70757017609794,1.04139268515822,1.38021124171161,5
788,"clicked",15,NA,0.0486156277235733,0.0628251945965142,9,14,0.1385101,0,0.4360991,1.20411998265592,1,1.17609125905568,7
789,"clicks",27,NA,0.0253036953249692,0.0198608169308055,9,23,0.1385101,0,0.4360991,1.44715803134222,1,1.38021124171161,6
790,"cliff",212,6.3,0.593728966935393,0.109481651236755,1,9,0.1385101,0,0.4360991,2.32837960343874,0.301029995663981,1,5
791,"cliffs",432,NA,0.593728966935393,0.174926211859015,2,6,0.1385101,0,0.4360991,2.63648789635337,0.477121254719662,0.845098040014257,6
792,"climb",1028,5.4,0.201005559422172,0.30182486010672,3,5,3.993725,1,2.938599,3.01241537476243,0.602059991327962,0.778151250383644,5
793,"climbed",3391,NA,0.423437487161994,0.416949013024727,1,3,3.993725,0,2.938599,3.53045584358468,0.301029995663981,0.602059991327962,7
794,"climbs",96,NA,0.0606347073777036,0.152519050335639,3,5,3.993725,1.584963,2.938599,1.98677173426624,0.602059991327962,0.778151250383644,6
795,"clime",4,NA,0.0170029985498147,0.0168668771257514,7,11,0.05107418,0,0,0.698970004336019,0.903089986991944,1.07918124604762,5
796,"climes",16,NA,-0.0334135668770841,-0.0258299548802013,6,9,0.05107418,0,0,1.23044892137827,0.845098040014257,1,6
797,"clinch",33,3.3,0.0191204246959574,0.0535377885008833,4,7,0.1385101,0,0.4360991,1.53147891704226,0.698970004336019,0.903089986991944,6
798,"clinched",46,NA,0.0319262654252967,0.0241372115714833,5,6,0.1385101,0,0.4360991,1.67209785793572,0.778151250383644,0.845098040014257,8
799,"cling",98,4,0.0379302712489777,0.0498940824491724,10,26,0.1385101,0,0.4360991,1.99563519459755,1.04139268515822,1.43136376415899,5
800,"clings",37,NA,0.0365805706086621,-0.0010531481761883,6,11,0.1385101,0,0.4360991,1.57978359661681,0.845098040014257,1.07918124604762,6
801,"clink",6,2.4,NA,NA,NA,NA,0.1385101,0,0.4360991,0.845098040014257,NA,NA,5
802,"clinked",1,NA,0.0958591976649078,0.0736439345392745,8,10,0.1385101,0,0.4360991,0.301029995663981,0.954242509439325,1.04139268515822,7
803,"clinks",1,NA,NA,NA,NA,NA,0.1385101,0,0.4360991,0.301029995663981,NA,NA,6
804,"clip",230,5.2,0.12284977696333,0.0975533190773571,9,15,0.1385101,0,0.4360991,2.36361197989214,1,1.20411998265592,4
805,"clips",119,NA,0.0720059469103426,0.0847244201627829,8,15,0.1385101,0,0.4360991,2.07918124604762,0.954242509439325,1.20411998265592,5
806,"clique",49,3.8,0.0135573431729969,0.0705192423978049,3,7,5.209453,0,2.938599,1.69897000433602,0.602059991327962,0.903089986991944,6
807,"cliques",7,NA,0.0135573431729969,0.0135573431729969,3,2,5.209453,0,2.938599,0.903089986991944,0.602059991327962,0.477121254719662,7
808,"cloak",47,5.4,0.178410370522946,0.0177440404972438,4,18,0.02219575,0,0,1.68124123737559,0.698970004336019,1.27875360095283,5
809,"cloaks",5,NA,NA,NA,NA,NA,0.02219575,0,0,0.778151250383644,NA,NA,6
810,"clock",493,6.8,0.113225455397425,0.0669520209699852,12,28,0.6008455,0,0.3219281,2.69372694892365,1.11394335230684,1.46239799789896,5
811,"clocks",71,NA,0.10605205567598,0.0630770901436554,13,23,0.6008455,0,0.3219281,1.85733249643127,1.14612803567824,1.38021124171161,6
812,"clod",2,3.3,0.0357391362880025,0.0285111814254447,10,14,0.6008455,0.08246216,0.3219281,0.477121254719662,1.04139268515822,1.17609125905568,4
813,"clods",4,NA,0.0645540190341607,0.105708352424528,9,5,0.6008455,0,0.3219281,0.698970004336019,1,0.778151250383644,5
814,"clog",41,4.5,-0.0015148686542802,0.0362594777441051,10,11,0.6008455,0.2995603,0.3219281,1.6232492903979,1.04139268515822,1.07918124604762,4
815,"clogged",100,NA,-0.0456021246251055,0.0591240138715349,3,5,0.6008455,0.3219281,0.3219281,2.00432137378264,0.602059991327962,0.778151250383644,7
816,"clogs",12,NA,NA,NA,NA,NA,0.6008455,0.5405684,0.3219281,1.11394335230684,NA,NA,5
817,"clone",303,4.8,0.141778210349867,0.0477791726752312,10,24,0.1752584,0.3410369,0,2.48287358360875,1.04139268515822,1.39794000867204,5
818,"clones",316,NA,NA,NA,NA,NA,0.1752584,0.1604647,0,2.50105926221775,NA,NA,6
819,"clop",0,2.3,0.0749289445785886,0.105690858544276,16,16,0.6008455,0,0.3219281,0,1.23044892137827,1.23044892137827,4
820,"close",8861.5,3.7,0.088635538804624,-0.0279492640199664,8,9,0.1752584,0.2895066,0,3.94755624819112,0.954242509439325,1,5
821,"close",8861.5,3.7,0.088635538804624,-0.0279492640199664,8,9,0.1752584,0.2895066,0,3.94755624819112,0.954242509439325,1,5
822,"closed",12285,NA,0.208927136544224,-0.0314452540452848,6,2,0.1752584,0,0,4.08941051098354,0.845098040014257,0.477121254719662,6
823,"closed",12285,NA,0.208927136544224,-0.0314452540452848,6,2,0.1752584,0,0,4.08941051098354,0.845098040014257,0.477121254719662,6
824,"clot",282,4.2,0.0722347460689773,0.0682696936610996,14,17,0.6008455,0.05889369,0.3219281,2.45178643552429,1.17609125905568,1.25527250510331,4
825,"cloth",106,6,0.0780399292057716,0.0209583646028293,6,6,3.207261,0.8930848,3.643856,2.02938377768521,0.845098040014257,0.845098040014257,5
826,"clothe",1,4.6,0.195773973703442,0.0485867114927336,4,7,2.627712,0,3.058894,0.301029995663981,0.698970004336019,0.903089986991944,6
827,"clothed",31,NA,0.133353592226608,0.0394088208708485,3,4,2.627712,1,3.058894,1.50514997831991,0.602059991327962,0.698970004336019,7
828,"clothes",813,6.4,0.209394371953644,NA,4,0,2.627712,0,3.058894,2.9106244048892,0.698970004336019,0,7
829,"cloths",5,NA,NA,NA,NA,NA,3.207261,0.4854268,3.643856,0.778151250383644,NA,NA,6
830,"clots",140,NA,NA,NA,NA,NA,0.6008455,0.05658353,0.3219281,2.14921911265538,NA,NA,5
831,"cloud",426,6.7,0.198660571066725,0.0739793120572101,6,18,0.7481928,0.2630344,0.3219281,2.63042787502502,0.845098040014257,1.27875360095283,5
832,"clouds",209,NA,0.467997791970637,0.252340448196063,4,6,0.7481928,0,0.3219281,2.32221929473392,0.698970004336019,0.845098040014257,6
833,"clout",562,2.1,0.0378927575598709,0.020440270575249,5,11,0.7481928,0,0.3219281,2.75050839485135,0.778151250383644,1.07918124604762,5
834,"clouts",0,NA,NA,NA,NA,NA,0.7481928,0,0.3219281,0,NA,NA,6
835,"clove",7,4.7,0.017919048954132,0.0062362131033201,10,10,0.1752584,0.5474878,0,0.903089986991944,1.04139268515822,1.04139268515822,5
836,"clown",55,6.9,0.0737324348497895,0.0465185237903453,5,15,0.7529071,1.087463,0,1.7481880270062,0.778151250383644,1.20411998265592,5
837,"clowns",24,NA,0.189712580087636,0.0732292427710281,4,10,0.7529071,0.1069152,0,1.39794000867204,0.698970004336019,1.04139268515822,6
838,"cloy",0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,4
839,"club",2389,5.5,0.0585384590507352,0.0683277462888699,5,12,0.1509953,0,0,3.37839790094814,0.778151250383644,1.11394335230684,4
840,"clubs",752,NA,0.143729175546796,0.213704822609097,4,7,0.1509953,0,0,2.8767949762007,0.698970004336019,0.903089986991944,5
841,"cluck",7,3.6,0.0721281126492697,0.008351596714464,10,19,0.1509953,0.07400058,0,0.903089986991944,1.04139268515822,1.30102999566398,5
842,"clucks",7,NA,0.0292110169930744,0.0144767814183488,8,16,0.1509953,0.08246216,0,0.903089986991944,0.954242509439325,1.23044892137827,6
843,"clue",163,4.2,0.129525646719193,0.0348201121073749,7,27,0.3479233,0.2630344,0,2.2148438480477,0.903089986991944,1.44715803134222,4
844,"clues",328,NA,0.115325872481349,0.0372256474055936,7,27,0.3479233,0.3219281,0,2.51719589794997,0.903089986991944,1.44715803134222,5
845,"clump",19,3.9,0.0918300478612506,0.105579845561081,9,9,0.1509953,0,0,1.30102999566398,1,1,5
846,"clumps",26,NA,0.0562277273971795,0.0907910992082482,8,8,0.1509953,0,0,1.43136376415899,0.954242509439325,0.954242509439325,6
847,"clung",59,3.1,0.089854155143619,0.0318543905186075,6,11,0.1509953,0.169925,0,1.77815125038364,0.845098040014257,1.07918124604762,5
848,"clunk",0,NA,0.0172251212486747,0.0355611387460442,11,11,0.1509953,0,0,0,1.07918124604762,1.07918124604762,5
849,"clutch",44,4.1,0.0106286989168925,0.0204381827878572,1,7,0.1509953,0.3219281,0,1.65321251377534,0.301029995663981,0.903089986991944,6
850,"clutched",14,NA,0.0344055003981562,0.0535946017304002,2,3,0.1509953,0,0,1.17609125905568,0.477121254719662,0.602059991327962,8
851,"coach",701,6,0.005698742023109,0.0566157676220468,4,21,0.02219575,0,0,2.84633711212981,0.698970004336019,1.34242268082221,5
852,"coal",2538,6.3,-0.0148299750726553,0.001167305671648,12,55,0.02219575,0,0,3.40466270087372,1.11394335230684,1.7481880270062,4
853,"coals",21,NA,0.0076820394948508,0.0145343259572083,11,54,0.02219575,0,0,1.34242268082221,1.07918124604762,1.74036268949424,5
854,"coarse",44,3.7,0.0796511543122608,0.0266781844382083,4,16,0,0,0,1.65321251377534,0.698970004336019,1.23044892137827,6
855,"coast",2540,5.4,0.0613467868437139,0.0334305892567285,9,27,0.02219575,0,0,3.40500466505037,1,1.44715803134222,5
856,"coasts",119,NA,0.0762326494593505,0.0439016136969609,9,19,0.02219575,0,0,2.07918124604762,1,1.30102999566398,6
857,"coat",270,6.7,0.0327720712853179,0.0021851063737316,16,44,0.02219575,0,0,2.43296929087441,1.23044892137827,1.65321251377534,4
858,"coats",256,NA,0.0451732061354637,0.0231243879194195,18,41,0.02219575,0,0,2.40993312333129,1.27875360095283,1.6232492903979,5
859,"coax",73,2.1,-0.0238079335565798,0.0188067645409757,4,14,0.02219575,0,0,1.86923171973098,0.698970004336019,1.17609125905568,4
860,"coaxed",35,NA,-0.0865959961494669,0.0382125390306566,3,8,0.02219575,0,0,1.55630250076729,0.602059991327962,0.954242509439325,6
861,"cob",12,5.4,0.0190784357758283,0.022616066289496,29,40,0.6008455,0,0.4556795,1.11394335230684,1.47712125471966,1.61278385671974,3
862,"cobs",1,NA,NA,NA,NA,NA,0.6008455,0,0.4556795,0.301029995663981,NA,NA,4
863,"cock",8,5.1,0.0148395216629524,0.0311385718695347,20,54,0.6008455,0,0.4556795,0.954242509439325,1.32221929473392,1.74036268949424,4
864,"cocked",11,NA,0.0155172936758996,0.0265039288221797,12,24,0.6008455,0,0.4556795,1.07918124604762,1.11394335230684,1.39794000867204,6
865,"cocks",5,NA,NA,NA,NA,NA,0.6008455,0,0.4556795,0.778151250383644,NA,NA,5
866,"cod",70,4.3,0.0019952395670906,-0.0043243792386303,32,55,0.6008455,0.08246216,0.4556795,1.85125834871908,1.51851393987789,1.7481880270062,3
867,"code",2480,3.9,0.0676776942498409,0.0198344188027386,25,60,0.1752584,0,0.1604647,3.39462676427221,1.41497334797082,1.78532983501077,4
868,"codes",291,NA,0.09704067598411,0.0579251741041945,22,30,0.1752584,0,0.1604647,2.46538285144842,1.36172783601759,1.49136169383427,5
869,"cods",0,NA,NA,NA,NA,NA,0.6008455,0,0.4556795,0,NA,NA,4
870,"cog",17,NA,0.0254531075603267,0.0098411909071418,21,24,0.6008455,0.2995603,0.4556795,1.25527250510331,1.34242268082221,1.39794000867204,3
871,"cogs",4,NA,-0.0074612037313492,0.0019725813171908,18,16,0.6008455,0.5405684,0.4556795,0.698970004336019,1.27875360095283,1.23044892137827,4
872,"coif",1,NA,NA,NA,NA,NA,0.05444778,0,0.169925,0.301029995663981,NA,NA,4
873,"coifs",2,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,NA,NA,5
874,"coil",51,NA,0.0610039452015463,0.0543613921587263,15,31,0.05444778,0,0.169925,1.7160033436348,1.20411998265592,1.50514997831991,4
875,"coils",61,NA,0.101355593555264,0.100955639078309,14,33,0.05444778,0,0.169925,1.79239168949825,1.17609125905568,1.53147891704226,5
876,"coin",467,6.5,0.0559925390135425,0.0410008285343796,14,28,0.05444778,0,0.169925,2.67024585307412,1.17609125905568,1.46239799789896,4
877,"coins",521,NA,0.0713052056006486,0.0718831074391989,9,22,0.05444778,0,0.169925,2.71767050300226,1,1.36172783601759,5
878,"coke",760,6.8,0.0449330619983171,0.0329668690788658,17,31,0.1752584,0,0.1604647,2.88138465677057,1.25527250510331,1.50514997831991,4
879,"cokes",15,NA,0.0592716310043224,0.0401394224518389,14,25,0.1752584,0,0.1604647,1.20411998265592,1.17609125905568,1.41497334797082,5
880,"cold",1456,4.2,0.0156867447811486,0.0248220940530773,21,45,2.627712,0,2.584963,3.16345955176999,1.34242268082221,1.66275783168157,4
881,"colt",207,6.1,0.0302700582825649,0.0212681674782434,19,26,2.627712,0,2.584963,2.31806333496276,1.30102999566398,1.43136376415899,4
882,"colts",28,NA,0.0614676586749628,0.0681639388011929,17,17,2.627712,0,2.584963,1.46239799789896,1.25527250510331,1.25527250510331,5
883,"comb",172,6.4,0.0342945653269473,0.253244747623284,11,5,2.627712,2,2.584963,2.2380461031288,1.07918124604762,0.778151250383644,4
884,"combs",42,NA,0.0592108232510868,0.108682905930689,12,8,2.627712,2,2.584963,1.63346845557959,1.11394335230684,0.954242509439325,5
885,"come",12950,2.2,0.055131292260413,0.0433124327831238,23,27,3.912224,2,3.247928,4.11230330337593,1.38021124171161,1.44715803134222,4
886,"comes",5181,NA,0.0376180149800964,0.0103237907601634,18,21,3.912224,2.807355,3.247928,3.71449740864981,1.27875360095283,1.34242268082221,5
