D_word,O-S consistency,P-S consistency,O-S consistency: GLoVe,P-S consistency: GLoVe,orth neighborhood size,phon neighborhood size
doris,0.0108033385580138,0.0468686567777442,0.0114330420745121,0.0653262980187147,5,9
dorm,0.0218355777738536,0.0137766279184281,0.101871518658223,0.0951858728229365,9,21
dormant,NA,-0.00902084341616783,-0.0833862957942663,-0.0163820393714391,1,4
dormitories,NA,0.396296695950734,NA,0.761205375212404,0,1
dormitory,NA,0.396296695950734,NA,0.761205375212404,0,1
dorothy,NA,0.0846778386853353,NA,0.281109767853354,0,1
dorsal,NA,0.108938110180192,NA,0.178063658260984,0,4
dosage,0.746660764112508,NA,0.760488581503672,0.494584305507859,1,1
dosages,0.746660764112508,NA,0.760488581503672,NA,1,0
dose,0.0910187381268627,0.0483104735826358,0.0751347287004028,0.0264637532925089,24,21
dosed,0.0174716351294711,0.0238427079293534,0.178911256989307,0.0535893932244152,12,23
doses,0.076370381544017,0.0108358318901842,0.0708512831550266,-3.80761032406311e-05,21,7
dossier,0.0397094912328235,0.0882546439945139,0.230650810322334,0.53188793329613,4,2
dot,0.043595910420329,0.0451802502390999,0.0754292668370392,0.0461301170136717,28,46
doting,0.000828615588330014,0.00254057786933822,0.0392424004497466,0.0474228030681943,10,17
dots,0.0543248242477054,0.0674082028498589,0.0728503732458599,0.070661834351422,26,32
dotted,-0.00639992343599614,0.00328692883618574,0.109563602661115,0.0964646725296618,6,14
dotting,0.0316811777776856,0.0333821171943131,0.148537559714179,0.0951183005696958,7,21
dotty,0.173455802673818,0.0220497528121781,0.194908502338127,0.115766381709339,3,26
double,0.116040418943882,0.0342909989261356,0.129335740598805,0.057302135107594,7,12
doubled,0.0704011418103015,0.017761565142733,0.137251436083146,0.131317638824977,5,6
doubleheader,NA,NA,0.531753944287909,0.531753944287909,1,1
doubles,0.0315213743454278,0.105077044512347,0.0619927367148711,0.105356416315444,7,9
doubling,-0.0318142497696586,0.0194759497957606,0.0244254450296898,0.0418836064681631,2,4
doubloon,0.07414788434008,0.07414788434008,0.407694131852963,0.407694131852963,1,1
doubly,0.0308877012572296,-0.0439895209088153,0.101307195065922,0.0984629097288198,2,2
doubt,0.195965817052141,0.0821250086669852,0.809631975494297,0.342150610360163,1,3
doubted,-0.0103387734577848,NA,0.0220843005931364,NA,2,1
doubter,0.0458077594904132,0.00653854722339661,0.146309074463642,0.144121498560858,3,2
doubting,-0.0318142497696586,NA,-0.0864132602315533,NA,2,1
doubts,0.195965817052141,0.0976942794849746,0.809631975494297,0.517219228007677,1,2
douche,-0.0293727458896016,0.0274978269764816,0.190178897890964,0.107183835656577,2,4
doug,-0.0399483838075029,-0.0226931032566359,0.000303689868463514,0.024990059074944,6,28
dough,0.0418962314266374,0.012881381055825,0.0940305643699179,0.0327259999155722,11,71
doughnut,0.416146698755642,0.190935745324849,0.6295739380946,0.399962472296138,1,4
doughy,-0.00997829655675854,-0.0211287014777705,0.236727373895688,0.0923257477365674,3,31
dour,0.0295082406312563,0.00833013213507315,0.0352317161200593,0.0162819509761512,12,28
dourly,-0.0115121111900742,-0.0177960523834928,0.118540407934654,0.0400805946758918,3,17
douse,0.0437637222459858,0.0613960985228329,0.155798159127721,0.117128702103292,11,8
doused,0.0341918084307657,0.0312745657163934,0.283532312070015,0.131774441344524,9,19
dove,0.0505996110341872,0.0500803690430237,0.0485535179387885,0.0975538230143911,23,20
dover,0.0115473060538146,0.0021466714713249,-0.0258662898831435,-0.0502902405674827,15,9
doves,0.0305104021128909,0.100204392122905,0.040835264328131,0.0844344407498656,19,13
dovetail,NA,0.111908312834184,0.502229140924104,0.528639663914735,1,2
dowager,NA,NA,0.32747867425869,0.32747867425869,1,1
dowdy,0.00341831929013903,0.00132866466229152,0.0682445990184802,0.0871751695235461,5,17
dowel,0.102724893849428,0.0394048986495165,0.167152886059889,0.0771600133309585,5,13
dower,-0.00137033134718925,0.00193947885656761,0.0437279063171808,0.0250332393270564,17,22
down,0.0166707313623743,0.0155419782497438,0.11678026330225,0.0331630406570225,12,32
downed,0.0318297542369304,0.0162032526272851,0.00771852487861282,0.0285923577243974,6,24
downer,0.121266417358358,0.0678800185309227,-0.0162636724941019,-0.000737032047418801,8,17
downers,0.237241003337736,0.156234981145908,0.00782058571027016,0.0388133192059933,3,9
downfall,NA,NA,0.249467141480778,0.249467141480778,1,1
downgrade,0.0143208072262623,0.0143208072262623,0.703575988815223,0.753592479956229,2,1
downgraded,NA,NA,0.585157936464871,NA,2,0
downhill,NA,NA,NA,0.101261752034637,0,1
downing,0.00781291304539539,0.00863210543353495,0.0018268396916229,0.0213244350889079,6,12
downpayment,NA,NA,0.424336967138211,0.424336967138211,1,1
downpour,0.192145157324333,0.192145157324333,0.708015469195001,0.708015469195001,1,1
downs,0.00634814312103489,0.043344978469371,0.0494055481899349,0.0250369922751811,10,29
downtown,0.310272670693639,0.0974796772433791,0.229458376955731,0.153796948505558,1,2
downtrodden,NA,NA,0.339367222198388,NA,1,0
downturn,0.304530159398152,0.0946084215956355,0.649616480236032,0.363876000145709,1,2
downward,0.128159320752564,0.128159320752564,0.757190639971069,0.757190639971069,1,1
downy,0.00266644830101503,-0.0383739120271999,0.0314415956242711,0.0238035730277155,7,14
dowry,-0.0386221208922865,0.00300975722202174,0.00493778795835041,0.0794279669756496,4,11
dowse,NA,NA,0.139812256911189,0.0891737584062638,4,8
doze,0.0922388622761985,0.0369027532687559,0.0961250510092818,0.0519305164732924,16,65
dozed,0.0672587861078879,0.0436625709075215,0.18279025271806,0.1422785566633,11,13
dozen,0.0841837355362088,0.0699239316159258,0.0432215255182331,0.0351596618849641,6,6
dozens,0.128685119646148,0.128602327847419,0.11390650067183,0.230851277770033,4,4
dozing,-0.0531097373992362,-0.00224650205565031,0.11197904669896,0.148634048815623,6,8
drab,0.0268853042774933,0.00572203672127806,0.0351787662708387,0.0187903933142265,11,10
draco,NA,-0.0289356466140487,NA,0.115285217499242,0,4
draft,0.0598581540190597,0.0336474160353114,0.0992982091774404,0.0753020170530606,9,15
drafted,0.0139881943744464,0.0134680783256879,0.101302932400211,0.0616814153173061,7,4
draftee,NA,NA,0.287546334053242,0.198004912023397,3,9
draftees,-0.0369078239178367,-0.0216109703632264,0.332100544811043,0.227992829577964,2,5
drafters,0.145692623847532,0.145692623847532,0.16629782874061,0.16629782874061,5,5
drafting,0.014574508701556,0.014574508701556,0.119373837684212,0.119373837684212,4,4
drafts,0.117332789519769,0.0819231135123216,0.123482702905454,0.135319468896195,7,11
drag,0.00421931908225624,0.0174517457911833,0.0643738494607354,0.083840396514563,12,14
dragged,0.0808456120269343,0.0630080845637098,0.0978111701109662,0.227801960723902,6,8
dragging,-0.0415301642866725,-0.0415301642866725,0.109773837259324,0.109773837259324,5,6
dragnet,NA,NA,0.41323617396231,0.41323617396231,1,1
dragon,0.128921853110808,0.454527246677051,0.272225755865116,0.520992591685299,3,2
dragonfly,NA,0.841194739855198,NA,0.535612111984729,0,1
dragons,0.225412596542342,0.454527246677051,0.291383875688016,0.520992591685299,3,3
drain,0.0604059297684475,0.0624720567836612,0.179879850112845,0.120099499337268,7,21
drainage,NA,0.221792717504439,0.389022231769244,0.450028865825792,1,1
drained,0.0401240246257872,0.0982279620357429,0.136932420450405,0.156083595449356,6,12
draining,0.0302693289481002,0.0463847998278714,0.118490846345495,0.128989521505704,4,10
drainpipe,-0.067680302608698,-0.067680302608698,0.327389001549819,0.327389001549819,1,1
drains,0.106434441569922,0.103851680128225,0.214611866299073,0.13716682299854,6,17
drake,0.0101303981673156,-0.00477672896990539,-0.00184983921938228,-0.00333770701868316,5,11
dram,0.00292157678543563,0.00898319143034959,0.0640854730296246,0.089868985340746,16,17
drama,0.424169039340944,0.438607542159849,0.175654018459521,0.29733398170658,3,2
dramas,0.885831128226013,0.885831128226013,0.389985652115505,0.707318526005015,2,1
dramatic,0.245121420342026,0.158362644043224,0.0494972177431663,0.168754128866352,2,2
dramatically,NA,0.0300770175790554,NA,0.00184166956230966,0,1
dramatics,0.245121420342026,0.245121420342026,0.144525170840365,0.168754128866352,2,1
dramatist,0.641058335171261,0.641058335171261,0.220513733852512,0.287960477931288,3,2
dramatists,0.641058335171261,0.641058335171261,0.333364637567861,0.506347926401843,2,1
dramatization,0.122240962674673,0.122240962674673,0.575945566753484,0.456825407122603,2,2
dramatize,0.18563788117675,0.250972730897726,0.432546965543989,0.327877356922218,4,4
dramatizes,0.129815436451464,NA,0.490263355459035,NA,4,0
drank,0.183144680302062,0.150159239163689,0.199068463899742,0.149685153964397,8,11
drape,0.0164353117914251,0.0186422234370922,0.141579520025768,0.130144534357538,6,13
draped,0.115449585836014,0.0935567773934319,0.268709501422767,0.218744072953005,4,8
draper,-0.00416149742635382,0.00716875813198611,0.0646788411736996,0.0433582924492906,8,9
draperies,NA,0.141528916272951,NA,0.324502824558119,1,3
drapers,0.00476939906084326,0.0504656212074867,0.115463184690031,0.13248441980002,6,6
drapery,0.00697487608157525,0.0712892527914455,0.169732516708202,0.300321392480485,2,4
drapes,0.0236494233931642,0.0154122979925035,0.17150338122941,0.18048076418861,7,11
drat,0.0128501950558712,0.0137785156389171,0.0220851491689422,0.0265978929975922,11,11
draught,0.0549224987248632,0.000133335441850885,0.106995973532832,0.0768386348588547,4,15
draughts,0.299268006295588,0.127937912691235,0.175632739364284,0.0756342646283986,3,11
draughty,0.382989915665224,0.10942624908399,0.0226092974575582,0.0773582454045876,2,9
draw,0.116307233024984,0.118971824255865,0.17372585242637,0.137770197964547,12,13
drawback,0.183540458909991,0.183540458909991,0.676024868943759,0.676024868943759,1,1
drawbridge,-0.00603824438715281,NA,0.486741761878177,NA,1,0
drawer,0.382576511229406,0.110706771157265,0.267089934482283,0.160717975305376,3,9
drawers,0.338624588756673,0.141698843708225,0.410292203795132,0.203121678513955,2,5
drawing,0.308937685484951,0.331506268035098,0.165722710592012,0.184630996698146,3,4
drawings,0.92668864960949,0.92668864960949,0.566509284378903,0.566509284378903,2,1
drawl,0.0176567357645005,0.000410525680463154,0.0407266567431418,0.0705547551436786,7,14
drawled,0.0333170703160025,0.0131351468079195,0.130872402005869,0.209174444417555,3,7
drawling,0.00968089407196006,0.00903463528019234,0.060729384128528,0.0858047701627556,4,7
drawn,0.165112901706178,0.0967542456925244,0.118231931133394,0.0749300010460604,8,12
draws,0.119510357109037,0.0831904606968014,0.160010793411946,0.115687002524034,9,11
dread,0.0572750320945564,0.00109461427779148,0.110866798756472,0.0528910133177341,8,17
dreaded,-0.0179224343730538,0.0377949108323939,0.250289337472305,0.0391326173564455,1,5
dreadnought,0.379080194529116,0.71451401234592,0.358681658081171,0.504235831198971,2,1
dream,0.158294742021383,0.193172827000379,0.173780121625238,0.176101333286663,9,12
dreamboat,NA,NA,0.210112255002596,0.210112255002596,2,2
dreamed,0.141899899488401,0.189198860345815,0.177188785014105,0.244223084199133,3,8
dreamer,0.375689349775596,0.304805762908558,0.239179007495775,0.287321061904492,3,9
dreaming,0.0987935770707269,0.00769796230471916,0.126480585524752,0.0432458093078717,3,5
dreams,0.205151127085901,0.23505766356911,0.218610250916891,0.205126169957643,9,14
dreamt,0.278610949907818,-5.46145424997698e-05,0.305192513098262,0.0423109619374208,3,1
dreamy,0.0982150131789437,0.0585538120814327,0.302897875804411,0.313138613923224,5,6
dreariness,0.0814022975756236,NA,0.359856981431256,NA,1,0
dreary,0.0814637903760469,0.0374137975855799,0.219854036791409,0.0889365026337055,3,6
dredge,0.431930756151849,0.00597030025587374,0.319139816562274,0.127092092014774,4,7
dregs,-0.0239226926272213,0.0304948796280246,-0.0493600885869181,0.0103858663910324,4,8
drench,-0.0175057980712657,-0.0600911607041315,0.0138038565757194,0.0934974743736193,3,5
drenched,0.0460633194693225,-0.0319068698880279,0.203295900367838,0.213464168451508,4,4
dress,0.085791351799235,0.121409866515331,0.0363056069306643,0.111386536149807,7,12
dressed,0.263586837073076,0.101493752753565,0.307382569989638,0.149931023943338,3,12
dresser,0.0116741964663563,0.0231191576432841,0.154298937024933,0.126944219877724,5,10
dressers,0.205563541796637,0.205563541796637,0.30751170279548,0.251742552687276,2,3
dresses,0.26152950612571,0.10072450189839,0.253772755817868,0.106175730549457,6,8
dressing,0.157883780341068,0.0859197850364723,0.227693043391185,0.11015299730221,2,6
dressings,0.210254030728425,0.210254030728425,0.25196721387409,0.25196721387409,2,3
dressmaker,0.184232734023817,0.184232734023817,0.321853907875247,0.321853907875247,3,4
dressy,0.568348997422098,0.274881129301349,0.267631314338283,0.268632093702555,3,7
drew,0.0932041417533996,0.0499397233163133,0.152575367134358,0.038345720708199,7,23
dribble,0.350576034631731,0.197969391874602,0.303868519742956,0.271493740906769,6,5
dribbled,0.519058023031532,0.231692646622001,0.411301148543274,0.343131553036917,3,3
dried,0.130023721786672,0.0827357234954022,0.162572818147647,0.111067868296169,7,20
drier,0.0266634144867549,0.0315931667041698,0.101433262010408,0.0723235916461424,11,17
driers,0.0262934258384363,-0.00100263975555336,0.155172816786776,0.108731560258206,7,13
dries,0.0626656823899515,0.0487101787672495,0.14390796279333,0.121308418905443,12,21
drift,0.0969688382808301,0.0431353836994811,0.196650672554777,0.12065920998932,4,9
drifted,-0.0183259504865848,0.0378026236044338,0.0298659491849649,-0.0947594624641816,2,1
drifter,-0.0161092188958433,-0.0135632334625717,0.17115551967041,0.166413559691565,3,4
drifting,0.052918702027104,0.052918702027104,0.0651876128945054,0.0549574204845839,3,4
drifts,0.0955631338424106,0.0752424716252032,0.174359794063332,0.165455442351842,3,6
drill,0.0609943444494718,0.114343850228435,0.067119842689576,0.10449584056098,9,15
drilled,0.0945777613891011,0.149534144020873,0.0556947475288474,0.119342644337259,4,9
drilling,0.0171549807179447,-0.00258430388918723,0.0555599634368561,0.0187393082801187,6,11
drills,0.144749344096831,0.123165857427403,0.211476792537451,0.129914181207663,5,11
drink,0.475967859630129,0.454378624899611,0.400956813361911,0.344135869142184,5,8
drinkable,NA,-0.0400597861360539,NA,NA,0,1
drinker,0.60007834122738,0.70937211883439,0.259175635955681,0.288167964621828,3,7
drinkers,0.975858209867469,0.490010021468224,0.546434700753804,0.546434700753804,1,3
drinking,NA,-0.0840473310852782,NA,0.0764211488473257,0,1
drinks,0.397357027936067,0.408933353164121,0.250697997381891,0.22628919821685,5,6
drip,0.0743958814564016,0.0744053365835082,0.16352853730725,0.166789255689353,6,12
dripped,0.116451622296883,0.142668557371101,0.113892587139736,0.20613525346644,6,13
dripping,0.105755161957567,0.0999046415514623,0.176092928293945,0.172724292455342,5,8
drips,0.0919074261102635,0.0860905096021288,0.204779693144183,0.219500625942737,7,13
drive,0.336294851550803,0.161056657377403,0.300192863189776,0.1810294642002,8,15
drivel,0.0276194106147531,0.0466663194294656,0.0120087838335553,0.105169985693861,5,7
driven,0.188575773566277,-0.0177627644305606,0.331790948175493,0.000323241365709111,5,4
driver,0.266089297170898,0.314829051408912,0.227841603147507,0.237019692294502,10,11
drivers,0.228848435508019,0.224086781603437,0.198268220298928,0.178512967477789,9,8
drives,0.18630425649169,0.100476720666265,0.258011392306254,0.174447736168628,11,13
driveway,0.158438753093084,0.158438753093084,0.632532889511828,0.632532889511828,1,1
driveways,0.158438753093084,0.158438753093084,0.632532889511828,0.632532889511828,1,1
driving,-0.00515470192786965,0.0395759687607061,0.0603114146358171,0.0526777014959569,3,8
drizzle,0.0317140793384209,0.0533634621899507,0.26573762487724,0.222064383937631,5,5
drizzling,NA,0.0188439989667876,NA,0.134896772286252,2,3
drizzly,0.113530979840618,0.39858511492758,0.243512792926615,NA,3,2
drone,0.0889815177475493,0.0439801391294114,0.193566018898348,0.0881226077940807,7,15
drones,0.168993803836858,0.0975660864775372,0.274098889169775,0.172543582681415,4,11
drool,0.134819963308882,0.115992361025468,0.269926200108562,0.154823213484903,4,10
droop,0.108371946331446,0.0604477011751219,0.145537882049868,0.117908993672099,5,13
drooped,0.0568109725270137,0.0396818734179041,0.245627635878213,0.224761324753084,3,9
drooping,-0.0365898932328157,-0.003283569596957,0.201978566667858,0.158793952092133,3,7
drop,0.11915823443263,0.161508723710832,0.248640865867563,0.221310093067976,5,10
droplet,0.53122720382842,0.53122720382842,0.642119080860605,0.642119080860605,1,1
droplets,0.53122720382842,0.53122720382842,0.642119080860605,0.642119080860605,1,1
dropout,0.650236267097649,0.3237909723983,0.543811261468274,0.34936791929228,2,2
dropouts,0.650236267097649,0.650236267097649,0.567420266445755,0.466084390572879,1,2
dropped,0.0151167968559944,0.0400284158322897,0.0515178132006694,0.139271274807741,5,11
dropper,0.0604725346354198,0.126388348460454,0.139060847959185,0.131274705976641,5,10
dropping,0.0451890306313164,0.0469786669017995,0.0905410103137245,0.0783023684279813,5,7
droppings,-0.0127790382622272,-0.0127790382622272,0.00607191399565686,0.00607191399565686,1,1
drops,0.117134731590474,0.0834357634586441,0.145185913870326,0.183864519343506,7,11
dropsy,NA,NA,0.0106181207898962,-0.0868196250775034,3,2
drought,0.204655811806691,0.143444651839367,0.33165342685848,0.110800148743748,4,7
droughts,0.324865514516748,0.656665431599607,0.439984002758392,0.309589259909113,2,4
drove,0.0856874317855217,0.102515490902307,0.10604972397309,0.0678317504455031,9,10
droves,0.0347592522803074,0.0707767460367495,0.0456805601123445,0.0520849560325225,9,8
drown,0.00721709859118247,0.0553364802166587,0.0910788738525644,0.166554484933827,7,11
drowned,0.0319895480291744,0.0434502710678328,0.0352018060353478,0.155037558316418,7,13
drowning,0.0348996222611635,0.0524302009411056,0.00247579412957409,0.0248674809805522,5,6
drowns,0.0221004679698131,0.037845498170941,0.0912541611257701,0.150739449442037,5,13
drowsed,0.0475478512869763,-0.00277842440110578,NA,NA,4,5
drowsy,0.165933173026386,0.0108884579813331,0.108055866657296,NA,4,5
drudge,NA,NA,0.086874047846642,0.013978794248398,6,8
drudgery,NA,NA,1,1,1,2
drug,0.165961601530926,0.121122789326888,0.11024162427725,0.0806575033893513,8,13
drugged,0.0664764373981528,0.0404970112441525,0.14149414137328,0.154565726130634,5,10
drugging,NA,NA,0.240083951887829,0.103550422085685,3,6
druggist,0.0267012621194312,0.0267012621194312,0.333913486362515,0.333913486362515,1,2
drugs,0.223522194449223,0.156336768014363,0.156092143559214,0.132237180947054,7,11
drugstore,0.463603636428066,0.463603636428066,0.574625035168101,0.574625035168101,1,1
drugstores,0.463603636428066,0.463603636428066,0.574625035168101,0.574625035168101,1,1
druid,0.0735176397676206,0.0508582356446271,0.28107290475697,0.18983018410258,2,2
drum,0.122158449920945,0.181729114194739,0.0804512451824678,0.106692095925626,8,14
drumbeat,-0.0370664629805112,-0.0370664629805112,0.403046294720367,0.403046294720367,1,1
drumhead,NA,NA,0.236688820406433,0.236688820406433,1,1
drummed,0.0846042184310961,0.0246965874436132,0.0935910681315284,0.19471666438183,1,9
drummer,0.0786855665865977,0.2054888055448,0.171063103236911,0.224800451244096,3,10
drummers,0.0727669147420993,0.0511063309861947,0.555995123288434,0.411006545369769,1,4
drumming,NA,0.0567349774615809,NA,0.0619909729727908,1,6
drums,0.252300600658314,0.17606859682454,0.189853069875418,0.267572417485409,6,13
drumstick,-0.0231397721959036,-0.0231397721959036,0.507151179551881,0.507151179551881,1,1
drunk,0.449464180952684,0.426640749308775,0.343142709183132,0.260807981797651,5,7
drunkard,0.042755882364593,0.0674486448367887,0.268316908694852,0.21964848004403,1,3
drunkards,0.042755882364593,0.042755882364593,0.268316908694852,0.268316908694852,2,1
drunken,0.585258912019368,0.0587312594769108,0.0778652743121762,0.0258662284578169,1,2
drunker,0.698878471640014,0.476145611749832,0.112727974483466,0.161973888356031,2,4
drunks,0.259085291783474,0.256013161835887,0.218815895341123,0.210151943137205,4,6
dry,-0.00142613688712352,0.0562199569784707,0.0855189952741403,0.125739266406046,8,20
dryad,-0.0251642874122966,-0.0254495830394546,0.129043066525265,0.0866806830531641,3,5
dryer,0.121627860830443,0.0497613926255707,0.225906462153354,0.151388337770152,6,17
drying,-0.0277544754037563,-0.0205243309433755,0.183586381358341,0.147361417783746,5,9
dryly,0.0100615430753762,-0.0933830748150772,0.731757909935854,0.207731692146137,2,5
dryness,NA,-0.0542323360093905,NA,-0.12579454897511,0,1
dual,-0.0209966206369903,-0.00210171857713349,0.104837368404676,0.0233078125087728,6,16
dualism,NA,NA,0.431394135230388,NA,2,1
dub,0.00573146457378036,0.0223838194252753,0.0694559525059267,0.0570172777141112,20,31
dubbed,0.0299368841361563,0.0214748179752705,-0.00458582070059992,0.0565121764031177,5,12
dublin,NA,NA,NA,0.0844844591650365,0,1
ducat,0.0288171839040883,0.0437999152748085,0.160653276691023,0.088080821476157,3,5
duck,0.0276831589570998,0.0304826416683829,0.122277443536732,0.0932236842023779,20,47
duckbill,0.767954034645675,0.642135797470656,NA,0.393972466829718,1,2
ducked,0.0158086240996145,0.0222340216966964,0.161254243536544,0.139554393347337,12,24
ducking,0.0117901341172105,0.00521136374419771,0.172344187313176,0.161290706610936,11,18
duckling,0.178164858990605,0.213846797951527,0.239446834420292,0.222254940265907,4,4
ducks,0.0287935875355234,0.0221389778228219,0.101506122828602,0.0759497209015314,15,34
ducky,0.0367075698545946,0.0277975139969228,0.171318531888449,0.167158557809595,9,21
duct,0.135831431670475,0.0558327597521065,0.176846757038614,0.0904391438332998,6,24
ductile,NA,NA,NA,0.130349066778394,0,1
ducts,0.147070100183814,0.145575103515938,0.178055847478243,0.177683461145451,6,7
dud,0.0386449588796747,0.016305932442135,0.0718198834606789,0.0478427738914605,16,39
dude,0.0260342990620843,-0.00576916773258729,0.148838621406644,0.080343128373941,12,47
duds,0.000755002349547912,0.0090562989611138,0.164616384522333,0.156571352711488,12,20
due,0.0208617608676194,0.00122585153373071,-0.00222792863646421,0.0114654328542966,26,80
duel,0.0239770687049143,0.030285441202061,0.13839102408018,0.0754987485318391,9,16
dueling,NA,NA,0.268657345953925,-0.0349305842970542,3,5
duellist,NA,NA,0.573398966238408,0.650279139393712,2,3
duels,0.0386737192702131,0.0733633057758851,0.190901756240197,0.189691779362798,7,11
duet,0.0871109548621672,0.49283719834791,0.110554158649487,0.325014321175961,9,3
duets,0.133731494123564,0.747007410770299,0.145493645950115,0.704595032943791,8,1
duffel,0.120032784070068,NA,0.302049100180222,0.321623043273589,4,3
dug,0.033944901699453,0.023248044224559,0.0598964627657957,0.0468748313254749,21,28
dugout,0.27082247227085,0.27082247227085,0.49289712859459,0.49289712859459,1,1
duke,0.0772138971473837,0.036431203483882,0.0570958702518373,0.0299915511870567,11,31
dukedom,NA,NA,0.393318041192508,0.393318041192508,1,1
dukes,0.0470852388687567,0.0334834983256897,0.0918702634260392,0.0579974042755824,12,18
dull,0.025015487869555,0.0151593851649998,0.0611864949499146,0.0581511520854399,17,32
dullard,0.0553646291601224,-0.0365388700205453,0.123176634803318,0.061133427967379,2,5
dulled,0.0246133367116002,0.00655497779884441,0.101013088121364,0.145257624902901,11,14
duller,-0.00684768193248704,0.0988060763994308,0.0449869324439796,0.0937824852486487,8,12
dulles,0.0103866820441866,-0.0269594439581782,-0.0536420352068571,-0.00524967050418084,5,5
dullest,-0.0572269230685166,-0.0190662875006602,0.0597306446056326,-0.0329742329858159,2,1
dullness,0.12076615094705,NA,0.307162654750236,NA,1,0
dulls,-0.0194723149450319,-0.0020030113824562,0.0912217323560071,0.102317231760093,15,26
dully,-0.00483374467448768,-0.0468766801448488,0.108672957618695,0.0592636665446188,12,2
duly,-0.0115753770312362,0.0184235491103977,0.0731290932208644,0.0424434712345173,7,26
dumas,0.00511718427653796,NA,0.00238965684175952,NA,2,0
dumb,-0.00856437891958464,0.0468793915861599,0.109128845924279,0.180731684311469,3,8
dumbbell,0.50287337118925,0.50287337118925,0.463008922287134,0.463008922287134,2,2
dumbbells,0.50287337118925,0.50287337118925,0.463008922287134,0.463008922287134,2,2
dummies,-0.0456522931933282,-0.00637981792998802,0.137673199921715,0.185277754978136,2,4
dummy,0.0447667141419882,0.0109653882442389,0.109639179111701,0.111548096087511,6,16
dump,0.0704346395865751,0.112725718329707,0.162691756261209,0.172248137730351,13,18
dumped,0.049006978730893,0.191952975138146,0.1598020603744,0.192836264599805,8,12
dumping,0.00198327011974086,-0.00179599986242002,0.103422442189784,0.0980423294657524,10,11
dumpling,NA,NA,0.264850677213545,0.365490292663192,4,2
dumps,0.0769462656589952,0.119999592712017,0.110071944211654,0.124744893779805,12,16
dumpy,0.00646574607888878,0.00456302428313726,0.172413053057495,0.151807871064397,8,11
dun,0.0390384291461905,0.0171921434654875,0.0561445898479821,0.0438029217232221,24,42
dunce,0.0376496341505382,0.0383520688049325,0.0180837832527396,-0.00032774338981114,6,4
dunderhead,NA,-0.148266070748839,0.311498899018761,0.252971195782581,1,2
dune,0.00917137504017049,0.00949971776060119,0.0423419002808109,0.0422191871304192,22,45
dunes,0.0999843991043568,0.0338150452890017,0.0564723024785381,0.0533337835315748,13,37
dung,0.0468403555406279,0.0289742309751246,0.11129929985305,0.0892578109410155,18,26
dungaree,0.10888870827838,-0.0245375754065207,1,0.454892444455645,1,2
dungeon,0.195907061070845,0.195907061070845,0.244550223220431,0.244550223220431,2,2
dunk,NA,NA,0.0783800265995678,0.126762260519235,17,17
duo,-0.00374973351126274,-0.0202575292810195,0.119715612376624,0.0240465672758582,9,21
duodenum,NA,0.596389806331167,NA,0.455231012115301,0,2
dupe,0.0345310247328076,0.0292906237191744,0.11919314784968,0.0503322856142276,9,29
duped,0.0283127103660704,0.0371275801769314,0.253163050344699,0.133944425709262,5,15
duplicate,0.30876866637425,0.219938875471492,0.520698704490543,0.563843825527942,2,1
duplicated,0.342526074937471,NA,0.444922259870911,NA,2,0
duplication,0.268502835109249,0.268502835109249,0.408956601166547,0.408956601166547,1,1
durable,0.204206582690284,0.21427714859107,0.187048105737143,0.270509806828811,4,4
duration,0.00440946984243753,0.00440946984243753,0.542568426319895,0.542568426319895,1,1
durations,0.00440946984243753,0.00440946984243753,0.542568426319895,0.542568426319895,1,1
duress,0.0930012741381313,0.0930012741381313,0.00863833920048352,0.00863833920048352,1,1
during,-0.00714054152760134,-0.00503246719015002,-0.0544411215059569,0.0260393907803566,6,11
dusk,0.00815533079795847,0.0198310484354909,0.0530768227402226,0.0565467393317406,11,15
dusky,0.102947411285724,0.102947411285724,0.185545997643318,0.18887967555618,6,7
dust,0.0644848400122672,0.0515545536912716,0.139348704706315,0.102962032159457,15,25
dustbin,NA,NA,0.147781698576165,0.3173279614179,2,1
dusted,0.0788371244567997,0.0603460687573659,0.0934188860359297,0.108652361796539,5,3
duster,0.0189931806117401,0.0287906935124629,0.0923942604225171,0.100062995323629,9,12
dusting,0.0440913040366296,0.0189920809558704,0.0978730897199689,0.114432591388044,6,5
dustpan,-0.0015532792803555,NA,0.222453703364522,NA,2,1
dusts,-0.00668929573035492,-0.00603616168693562,0.088836941862449,0.111650210557177,11,11
dusty,0.0886045179553618,0.0969733743959248,0.167907909882348,0.139487694491105,10,12
dutch,0.0181191895991746,0.0125701725814734,0.0212037280245599,0.0410930945768622,3,20
dutchman,0.213752567753758,NA,0.420290446103725,NA,1,1
duties,NA,0.0762840799442108,-0.168919429130729,0.0562245708277384,1,8
duty,0.05902702298531,0.0609619329050219,0.0319774170423032,-0.0164309395804608,3,25
duvet,NA,NA,0.238299861316709,0.236058827146679,2,3
dwarf,0.423443991287588,0.221275406533468,0.539609640738179,0.378253599575288,1,2
dwarfed,NA,0.0355873806352395,NA,0.194063767025335,0,3
dwarfs,0.423443991287588,0.22974368994303,0.539609640738179,0.455293059382645,1,2
dwell,0.124872274411572,0.0753309972951927,0.225402443646642,0.210720679818784,5,9
dweller,0.159683955362265,0.0474932365275107,0.296862431086433,0.250217297958253,4,6
dwellers,0.388797996712834,0.189332997263986,0.59010086261498,0.327831139075402,1,3
