,index,model,residual,max_acc,k,x0,code_name,cond,hidden_units,cleanup_units,p_noise,learning_rate
0,0,EQ1,0.015436525757751115,0.9747394455302436,9.541830806181878,0.032815816722996,64195080,HF_CON,50,5,0,0.0020000000000000013
1,0,EQ1,0.01287245769918876,0.9860382933313291,7.635830146935971,0.011281404877911202,64195080,LF_CON,50,5,0,0.0020000000000000013
2,0,EQ1,0.02130907863351034,0.9553933204525241,5.524936585477559,0.009964375741944599,64195080,HF_INC,50,5,0,0.0020000000000000013
3,0,EQ1,0.08459463780908873,0.7151088753583621,4.574104686511599,4.786442891181997e-19,64195080,LF_INC,50,5,0,0.0020000000000000013
4,0,EQ1,0.03964220551417454,0.9423516720849193,9.958832208927051,0.02446594397534593,64195080,NW_UN,50,5,0,0.0020000000000000013
5,0,EQ1,0.019561063781746033,0.8701095548126054,11.926921906526943,0.02193710996232266,64195080,NW_AMB,50,5,0,0.0020000000000000013
6,0,EQ1,0.025389787027485084,0.9583568837738403,11.317434369428275,0.025938341298876188,64195085,HF_CON,100,5,0,0.0020000000000000013
7,0,EQ1,0.028988688809517302,0.9633821938592637,8.90905775271468,0.006540089624699448,64195085,LF_CON,100,5,0,0.0020000000000000013
8,0,EQ1,0.01341882484914253,0.988532831311965,5.254427230097848,0.000901333644532447,64195085,HF_INC,100,5,0,0.0020000000000000013
9,0,EQ1,0.05032721679588419,0.7921168172101892,5.0254504336011365,6.6876452823536274e-21,64195085,LF_INC,100,5,0,0.0020000000000000013
10,0,EQ1,0.06101314117013004,0.9245922912396441,11.121563511843704,0.023341877325750052,64195085,NW_UN,100,5,0,0.0020000000000000013
11,0,EQ1,0.057778658324708375,0.8416655710213763,16.13289513873222,0.023937882366801427,64195085,NW_AMB,100,5,0,0.0020000000000000013
12,0,EQ1,0.03006435143112603,0.9771008495820142,10.594034796524841,0.020253022664393123,64195090,HF_CON,150,5,0,0.0020000000000000013
13,0,EQ1,0.015573656954208589,0.9593855298074869,11.489882361308904,0.008876282112886593,64195090,LF_CON,150,5,0,0.0020000000000000013
14,0,EQ1,0.031136579266993848,0.9756977774641287,6.588943106083007,5.489039949707561e-15,64195090,HF_INC,150,5,0,0.0020000000000000013
15,0,EQ1,0.0836472385768891,0.7871551824242351,5.101868507704571,7.51691917689023e-26,64195090,LF_INC,150,5,0,0.0020000000000000013
16,0,EQ1,0.03794356598668793,0.9126761723381683,13.351509100940497,0.018204692701454913,64195090,NW_UN,150,5,0,0.0020000000000000013
17,0,EQ1,0.02263365095984841,0.8324243820141853,18.29256346367419,0.01714780769316065,64195090,NW_AMB,150,5,0,0.0020000000000000013
18,0,EQ1,0.013596842007442711,0.9786049909660964,10.122724415141366,0.016645217937247048,64195095,HF_CON,200,5,0,0.0020000000000000013
19,0,EQ1,0.028978876488176805,0.9799062799230207,11.890081763901865,0.01224418337184176,64195095,LF_CON,200,5,0,0.0020000000000000013
20,0,EQ1,0.03850188273969477,0.9678014975492651,6.134305874823223,3.1002816040113885e-14,64195095,HF_INC,200,5,0,0.0020000000000000013
21,0,EQ1,0.11373930047431176,0.7335042114429775,6.086792581105988,1.5160222647273082e-28,64195095,LF_INC,200,5,0,0.0020000000000000013
22,0,EQ1,0.033991327670702,0.89174150105272,14.843598263293979,0.021695023712876134,64195095,NW_UN,200,5,0,0.0020000000000000013
23,0,EQ1,0.02475509811384079,0.8361214281066089,18.95356441279926,0.020060585642628446,64195095,NW_AMB,200,5,0,0.0020000000000000013
24,0,EQ1,0.02132196074651431,0.9834969159671798,10.648737591852555,0.014241842915681134,64195100,HF_CON,250,5,0,0.0020000000000000013
25,0,EQ1,0.0478172700621184,0.9675152965319722,12.45901117870443,0.007244515091031688,64195100,LF_CON,250,5,0,0.0020000000000000013
26,0,EQ1,0.054108251919687274,0.9352979709816999,6.0466908698391375,1.5740810360198216e-17,64195100,HF_INC,250,5,0,0.0020000000000000013
27,0,EQ1,0.05907581318388114,0.6751887048658674,6.588296244732479,1.9121536956574156e-19,64195100,LF_INC,250,5,0,0.0020000000000000013
28,0,EQ1,0.0359868878033651,0.9174656237296424,12.96016636522894,0.014151882476350727,64195100,NW_UN,250,5,0,0.0020000000000000013
29,0,EQ1,0.06098162441932162,0.8256458211025276,21.792753122452908,0.016780208478238145,64195100,NW_AMB,250,5,0,0.0020000000000000013
30,0,EQ1,0.0211983229664334,0.953507225620941,9.058251600124162,0.028441792858807994,64195105,HF_CON,50,10,0,0.0020000000000000013
31,0,EQ1,0.05315915905089991,0.9516810865938644,8.508494365980935,0.01225223932541932,64195105,LF_CON,50,10,0,0.0020000000000000013
32,0,EQ1,0.02201359348070761,0.9329563899701757,5.453165361742337,0.0065222679551612,64195105,HF_INC,50,10,0,0.0020000000000000013
33,0,EQ1,0.049356457365431664,0.6390723158655355,5.997771437902176,2.1787393445359033e-22,64195105,LF_INC,50,10,0,0.0020000000000000013
34,0,EQ1,0.02100181643047524,0.8370367132153751,9.440322789236438,0.020583213304035085,64195105,NW_UN,50,10,0,0.0020000000000000013
35,0,EQ1,0.05356355310635187,0.8283617031671319,14.465622966176275,0.027921821477506423,64195105,NW_AMB,50,10,0,0.0020000000000000013
