5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.031815959759604606e-01,5.031521012636999135e-01,5.029793563750050156e-01,5.029391583652691455e-01,5.029907687992956067e-01,5.031026769700167600e-01,5.032687195688356763e-01,5.029224564443337542e-01,5.031463511977919412e-01,5.032924238443294840e-01,5.033585903838146969e-01,5.031465537139581112e-01,5.031024055421181584e-01,5.029694910612865222e-01,5.030985453385710127e-01,5.031466215222060168e-01,5.032605640998564223e-01,5.030757294340386654e-01,5.030219953609857964e-01,5.031761966065892988e-01,5.033009940170847241e-01,5.028663470864109808e-01,5.031613204392301197e-01,5.031152427712662911e-01,5.032274681120215698e-01,5.030117074785405151e-01,5.031621075685598354e-01,5.030268234119233961e-01,5.030559040375097712e-01,5.033637410937850110e-01,5.032646301615423257e-01,5.033636377723628152e-01,5.030910666249494012e-01,5.031572949606543110e-01,5.031018640948241583e-01,5.029379795749495674e-01,5.031180246596984595e-01,5.033140814698340293e-01,5.030502830732337394e-01,5.031258594765685155e-01,5.032690228529661525e-01,5.030094996583557299e-01,5.032381660532357914e-01,5.032390986736756666e-01,5.029724115980938048e-01,5.030918820275290804e-01,5.031152489949620721e-01,5.032383780800986361e-01,5.031148548286130673e-01,5.031693991540423516e-01
5.057583265230137792e-01,5.057050096337986078e-01,5.053923493242845622e-01,5.053195661875169442e-01,5.054130195752559729e-01,5.056155433267117694e-01,5.059160361994584632e-01,5.052893549437990073e-01,5.056945958908147798e-01,5.059589404427478065e-01,5.060786788537534608e-01,5.056948976863718803e-01,5.056150547333168044e-01,5.053745092810874029e-01,5.056080362345477530e-01,5.056950954458283576e-01,5.059013223445480989e-01,5.055667519412414546e-01,5.054695637099452243e-01,5.057486061955662748e-01,5.059744180329436292e-01,5.051878404286875845e-01,5.057216273143372298e-01,5.056382911643778622e-01,5.058413952464798635e-01,5.054508655222696989e-01,5.057230879482745856e-01,5.054782561952512188e-01,5.055309342870779599e-01,5.060879807889997473e-01,5.059086784319184460e-01,5.060878440229485964e-01,5.055945041705393050e-01,5.057143651241384763e-01,5.056140919206837392e-01,5.053174654321829218e-01,5.056432653364658636e-01,5.059981522779166685e-01,5.055207355814965720e-01,5.056575135661086629e-01,5.059165758148976844e-01,5.054469615974225283e-01,5.058607249285899110e-01,5.058624025285575199e-01,5.053797668379826913e-01,5.055959727783362334e-01,5.056383249074264397e-01,5.058611136945072584e-01,5.056376015244556932e-01,5.057363129207474994e-01
5.078450166744309380e-01,5.077724611430869395e-01,5.073464926795890895e-01,5.072472996630130737e-01,5.073746715320545109e-01,5.076505593448638054e-01,5.080599047474859686e-01,5.072061625798457429e-01,5.077582657670590693e-01,5.081183578025838532e-01,5.082814638413980513e-01,5.077585962877446679e-01,5.076498968370349862e-01,5.073222069454020877e-01,5.076402955190366661e-01,5.077589589400851589e-01,5.080399170317437818e-01,5.075840641318680735e-01,5.074517392284572104e-01,5.078318386150534325e-01,5.081394021678038442e-01,5.070679095338590514e-01,5.077950159984717660e-01,5.076815563218709526e-01,5.079582419137476101e-01,5.074261683328586958e-01,5.077970507499058872e-01,5.074635246258003551e-01,5.075353472951901201e-01,5.082941113153157664e-01,5.080499350755182109e-01,5.082939873180364332e-01,5.076218644151995196e-01,5.077851514619999840e-01,5.076486066043528478e-01,5.072444784266464390e-01,5.076882572747228872e-01,5.081717955709549317e-01,5.075214216285320878e-01,5.077077531660342258e-01,5.080606281229833598e-01,5.074209643527223257e-01,5.079845354552255943e-01,5.079868078617983951e-01,5.073293344737649369e-01,5.076238562876437266e-01,5.076816301225560712e-01,5.079850712059412743e-01,5.076806322415379213e-01,5.078151026349779773e-01
5.095347649359445175e-01,5.094466729040557640e-01,5.089289514209310861e-01,5.088083555290286997e-01,5.089632194026953993e-01,5.092984996674287945e-01,5.097959663257224383e-01,5.087583824427150958e-01,5.094294116383513149e-01,5.098670100708979636e-01,5.100652202532997004e-01,5.094297241879296445e-01,5.092976977419593210e-01,5.088994561605333367e-01,5.092859850359379159e-01,5.094302677837623250e-01,5.097717375318135957e-01,5.092176574262551325e-01,5.090569228901258292e-01,5.095188198820485015e-01,5.098925407146173150e-01,5.085904051844399865e-01,5.094739924014385357e-01,5.093361791830477436e-01,5.096724365397156120e-01,5.090257375721570776e-01,5.094765149380432456e-01,5.090711836861935291e-01,5.091585364192569019e-01,5.100805640395266183e-01,5.097839093983547176e-01,5.100804819869377837e-01,5.092635893157905214e-01,5.094620355305683468e-01,5.092961534806061952e-01,5.088049717303589903e-01,5.093442396562817276e-01,5.099319755254252406e-01,5.091415771975779103e-01,5.093680278654513227e-01,5.097968322627958182e-01,5.090195394918030081e-01,5.097043481431628997e-01,5.097070952614984884e-01,5.089080799518775899e-01,5.092660003844535765e-01,5.093362994667073318e-01,5.097050058830117081e-01,5.093350730625735290e-01,5.094984928531863799e-01
5.109030200545123801e-01,5.108023811676405401e-01,5.102103646962163896e-01,5.100724247006683809e-01,5.102495702490477125e-01,5.106329303077277171e-01,5.112017324642377236e-01,5.100153058060591382e-01,5.107826346057154909e-01,5.112829709533945888e-01,5.115095952477118901e-01,5.107828997054943976e-01,5.106320165022600888e-01,5.101766590926565259e-01,5.106185783689068947e-01,5.107836275077328736e-01,5.111740928571022469e-01,5.105404620696289975e-01,5.103567574648402161e-01,5.108848606378934010e-01,5.113121172094416966e-01,5.098232801937948588e-01,5.108335246179844802e-01,5.106760229730652467e-01,5.110605078591566874e-01,5.103209869004364796e-01,5.108364603813942972e-01,5.103729994903818401e-01,5.104729491375183947e-01,5.115271122740944199e-01,5.111880075079375807e-01,5.115270892470176189e-01,5.105929742909162128e-01,5.108198853862717659e-01,5.106302754711865566e-01,5.100686020138617272e-01,5.106851533697123191e-01,5.113572772113743614e-01,5.104535212589034199e-01,5.107124514263752246e-01,5.112027087359879429e-01,5.103140306477783605e-01,5.110969518379603338e-01,5.111000776805771917e-01,5.101864801674288463e-01,5.105957212166077896e-01,5.106761919945244088e-01,5.110977106348817411e-01,5.106747756065714849e-01,5.108616311123774789e-01
5.120109098303410322e-01,5.119001381676134832e-01,5.112479645153575891e-01,5.110959700632677905e-01,5.112911735918025391e-01,5.117134548358511781e-01,5.123400031453114734e-01,5.110330722165088435e-01,5.118783771640488256e-01,5.124294960786328623e-01,5.126791190612616234e-01,5.118785775929625137e-01,5.117124511538587717e-01,5.112108561191127665e-01,5.116976034265509066e-01,5.118794845092460299e-01,5.123096201764693047e-01,5.116115659439014474e-01,5.114092893173445287e-01,5.119909781757211453e-01,5.124615564062720008e-01,5.108215905581070526e-01,5.119343508920836117e-01,5.117609322378906533e-01,5.121844599927828368e-01,5.113697749506701529e-01,5.119376358088986168e-01,5.114271171299072938e-01,5.115372838787451970e-01,5.126983879035734715e-01,5.123249451248007569e-01,5.126984325434427170e-01,5.116694029901533991e-01,5.119193588460307920e-01,5.117105579687911687e-01,5.110918052729831462e-01,5.117709042999281088e-01,5.125113709647932669e-01,5.115158474043774994e-01,5.118010716052194820e-01,5.123410645884085568e-01,5.113622421192758338e-01,5.122245605716913008e-01,5.122279884528422311e-01,5.112216352928894425e-01,5.116724190330561584e-01,5.117611494930521809e-01,5.122254029444607282e-01,5.117595753623260801e-01,5.119654027563745879e-01
5.129079506751055284e-01,5.127889955330352523e-01,5.120881129548603417e-01,5.119247300974292259e-01,5.121345680189661742e-01,5.125883561735604665e-01,5.132616497136844869e-01,5.118571586381006622e-01,5.127656018846640240e-01,5.133578259186072357e-01,5.136260642104971685e-01,5.127657290015642522e-01,5.125872802146203000e-01,5.120482544102210598e-01,5.125712812376943539e-01,5.127668047636386728e-01,5.132290599811459852e-01,5.124788338643205821e-01,5.122615410282292947e-01,5.128866005105443548e-01,5.133922350440733862e-01,5.116299363609569939e-01,5.128256720478719943e-01,5.126393851952087966e-01,5.130945200832304209e-01,5.122189705898628764e-01,5.128292512886234444e-01,5.122806381844874357e-01,5.123990913844764794e-01,5.136467453195712185e-01,5.132455262690822639e-01,5.136468605096148332e-01,5.125409796815073582e-01,5.128095920936416308e-01,5.125852695949004723e-01,5.119202988914223207e-01,5.126500190800528101e-01,5.134458334215458164e-01,5.123760209033565438e-01,5.126825313708895937e-01,5.132627767167609045e-01,5.122110006810604022e-01,5.131375708227245980e-01,5.131412394997898474e-01,5.120598003308681756e-01,5.125442113907682229e-01,5.126396484350055349e-01,5.131384822072386775e-01,5.126379434851980887e-01,5.128591291019116705e-01
5.136342487984453253e-01,5.135086842145599739e-01,5.127683627730365012e-01,5.125957520735610062e-01,5.128174494911784675e-01,5.132967425338117451e-01,5.140078759854170842e-01,5.125244008616185454e-01,5.134839674683339128e-01,5.141094632475359250e-01,5.143927689084646371e-01,5.134840185061216866e-01,5.132956083900523936e-01,5.127262815287082498e-01,5.132786694095102797e-01,5.134852499172943840e-01,5.139735109303228411e-01,5.131810351365185818e-01,5.129516009477548266e-01,5.136117631498623437e-01,5.141457656724773839e-01,5.122844438950320267e-01,5.135473386912638993e-01,5.133506482952965300e-01,5.138313706223280874e-01,5.129065363759761631e-01,5.135511655103017770e-01,5.129717142100300720e-01,5.130968877121299121e-01,5.144145886762113706e-01,5.139909009730625478e-01,5.144147734897756008e-01,5.132466674861764222e-01,5.135303837887432721e-01,5.132935073173640061e-01,5.125911135987765155e-01,5.133618023576129730e-01,5.142024397845207373e-01,5.130724881589744379e-01,5.133962307114712242e-01,5.140090532941274937e-01,5.128982363315899295e-01,5.138768016622392576e-01,5.138806622422094073e-01,5.127384411026300048e-01,5.132500720489995283e-01,5.133509542441736517e-01,5.138777699509013974e-01,5.133491409222405988e-01,5.135827593977724259e-01
5.142222862334225875e-01,5.140913832823446050e-01,5.133191291798099298e-01,5.131390415029851715e-01,5.133703493788879246e-01,5.138702885634786055e-01,5.146120530379243441e-01,5.130646333932855629e-01,5.140655943836214270e-01,5.147180212380497721e-01,5.150135225382557191e-01,5.140655704758195776e-01,5.138691075308459144e-01,5.132752515090982515e-01,5.138514012263361019e-01,5.140669429707577232e-01,5.145762595931184791e-01,5.137495697327566502e-01,5.135103185319070951e-01,5.141988915771587010e-01,5.147558498954740713e-01,5.128143736501564742e-01,5.141316258584397447e-01,5.139265243798956107e-01,5.144279608465816001e-01,5.134632188645368300e-01,5.141356605320057671e-01,5.135312452310581977e-01,5.136618686382793397e-01,5.150362604655194243e-01,5.145943973491892143e-01,5.150365115667143723e-01,5.138180232341150733e-01,5.141139672225963908e-01,5.138669369435558965e-01,5.131342419457838311e-01,5.139380870989408434e-01,5.148150239776266845e-01,5.136363882017568327e-01,5.139740806926105243e-01,5.146132688119566811e-01,5.134546704788867100e-01,5.144753124800366395e-01,5.144793259417982378e-01,5.132879022433425309e-01,5.138215663540339762e-01,5.139268692364108437e-01,5.144763276270677421e-01,5.139249662293809973e-01,5.141686494013686382e-01
