0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.272655567267470290e-02,1.260857209060188902e-02,1.191756655075171430e-02,1.175676887916953482e-02,1.196321787503874801e-02,1.241086718104712425e-02,1.307506454531644560e-02,1.168995889992893548e-02,1.258557091450175462e-02,1.316988572922889872e-02,1.343456359584381532e-02,1.258638101124657377e-02,1.240978142764816855e-02,1.187810389934111643e-02,1.239434001970973233e-02,1.258665225498063582e-02,1.304244127861845827e-02,1.230307292231017785e-02,1.208812863778017596e-02,1.270495732215132234e-02,1.320416791060564921e-02,1.146551394679701415e-02,1.264545026266179588e-02,1.246113232942559941e-02,1.291005175435189223e-02,1.204697560979854642e-02,1.264859890588147621e-02,1.210744154815572918e-02,1.222376835457615434e-02,1.345516736680421079e-02,1.305870621789377919e-02,1.345475406241046328e-02,1.236442401910196540e-02,1.262934770546546986e-02,1.240761555510103836e-02,1.175205355502026948e-02,1.247226031551694654e-02,1.325652001249335091e-02,1.220128365911823942e-02,1.250360080484073759e-02,1.307627773369273230e-02,1.203814400887017778e-02,1.295284530817043291e-02,1.295657594644838290e-02,1.188978645903700920e-02,1.236768575411300621e-02,1.246115722517527995e-02,1.295369345119767174e-02,1.245958049857972746e-02,1.267776641707857137e-02
2.303432450087999211e-02,2.282102891505478903e-02,2.157023359905649654e-02,2.127906764159476910e-02,2.165292425758433975e-02,2.246311781768403279e-02,2.366524920109007446e-02,2.115820906414951630e-02,2.277936852930901451e-02,2.383689037834538921e-02,2.431591343714902334e-02,2.278057586815398355e-02,2.246116319757525404e-02,2.149886515285561600e-02,2.243308566591532133e-02,2.278136700861594158e-02,2.360638556113889980e-02,2.226792786836896687e-02,2.187912758598251767e-02,2.299543804215228859e-02,2.389880955673695517e-02,2.075210642376227460e-02,2.288750831729997187e-02,2.255412069376831058e-02,2.336664411029092114e-02,2.180432591474042170e-02,2.289335161841403107e-02,2.191390169504998930e-02,2.212463960446599959e-02,2.435312668672368758e-02,2.363581401518746045e-02,2.435257954140464948e-02,2.237895061609665101e-02,2.285845575695495679e-02,2.245731146136327114e-02,2.127066366937945679e-02,2.257401991476453568e-02,2.399376014709624083e-02,2.208383979887511284e-02,2.263102011269819969e-02,2.366740796509700373e-02,2.178870836057006377e-02,2.344397342818781843e-02,2.345068475040662515e-02,2.151989781295815182e-02,2.238482578301272119e-02,2.255425568312834431e-02,2.344552870555490637e-02,2.255136178329584726e-02,2.294625845592191890e-02
3.138264209656253106e-02,3.109234916660165438e-02,2.938808564416893476e-02,2.899122905453190013e-02,2.950082548621339382e-02,3.060462595678499487e-02,3.224241189500842014e-02,2.882664634001756016e-02,3.103555396328548655e-02,3.247628532880553892e-02,3.312888500924809909e-02,3.103687636442642450e-02,3.060197530494137425e-02,2.929092180058497086e-02,3.056356105207943402e-02,3.103832732317133442e-02,3.216244030305188267e-02,3.033858335758452679e-02,2.980916405217599874e-02,3.132991690110545346e-02,3.256048504492566054e-02,2.827352145382685394e-02,3.118259045780286814e-02,3.072864301801146725e-02,3.183565619285837200e-02,2.970685782405779046e-02,3.119073144271497511e-02,2.985631613124278480e-02,3.014367145451941551e-02,3.317948880829978825e-02,3.220252285485535049e-02,3.317899268266630286e-02,3.048981945983366554e-02,3.114312273145517646e-02,3.059681316604397766e-02,2.897994173859790717e-02,3.075545316281120406e-02,3.269009314047946479e-02,3.008795615687532080e-02,3.083345521745080309e-02,3.224530614913218018e-02,2.968603731389413136e-02,3.194085709793485772e-02,3.194994904343398390e-02,2.931943803555030204e-02,3.049778880194074088e-02,3.072893829044447828e-02,3.194300064746335988e-02,3.072494582415346773e-02,3.126295658712006931e-02
3.814368380390067287e-02,3.779118867320592490e-02,3.571960305637710692e-02,3.523706767497615522e-02,3.585671887834589178e-02,3.719828738781284783e-02,3.918887995275813912e-02,3.503711362567860088e-02,3.772211900040295385e-02,3.947316484775901385e-02,4.026632070367777705e-02,3.772336964352877159e-02,3.719507857626848379e-02,3.560158450230467564e-02,3.714821156650600920e-02,3.772554480056129061e-02,3.909192765455032914e-02,3.687480751796212708e-02,3.623165458036005371e-02,3.807988042519049043e-02,3.957532731095504686e-02,3.436500229388984168e-02,3.790050579737336972e-02,3.734905780557701283e-02,3.869457345480153271e-02,3.610687250687655281e-02,3.791059956868491482e-02,3.628871651679879684e-02,3.663824360572688621e-02,4.032772076796780486e-02,3.914063374706287790e-02,4.032739242415142589e-02,3.705859785101249526e-02,3.785266115808764292e-02,3.718889939451926197e-02,3.522352827998040392e-02,3.738131095350917532e-02,3.973312857197051906e-02,3.657038399321679151e-02,3.747649711954205431e-02,3.919234503121822588e-02,3.608207210965652667e-02,3.882226781272991867e-02,3.883326042813547985e-02,3.563609060985706983e-02,3.706824543812255179e-02,3.734953910802674137e-02,3.882489976364197903e-02,3.734463178069831468e-02,3.799854289334674701e-02
4.361899475481477439e-02,4.321624946281413249e-02,4.084713725273286106e-02,4.029515018422104300e-02,4.100402513881044875e-02,4.253813444140377986e-02,4.481442854229919504e-02,4.006658237455724275e-02,4.313722639723805569e-02,4.513954686707730146e-02,4.604651523094487747e-02,4.313828728974537785e-02,4.253447756590175710e-02,4.071225877880234323e-02,4.248070074753135250e-02,4.314119985337622198e-02,4.470381473187651222e-02,4.216809559489552439e-02,4.143295613662439925e-02,4.354632259000118522e-02,4.525619144278869577e-02,3.929817749532060756e-02,4.334088160608463164e-02,4.271058340701951866e-02,4.424925001157963000e-02,4.128981267522500997e-02,4.335263017671494440e-02,4.149795216907475881e-02,4.189792456839115664e-02,4.611662054066167915e-02,4.475950118198453176e-02,4.611652838337342714e-02,4.237823833463640055e-02,4.328629908711599528e-02,4.252751029180681930e-02,4.027985323161770853e-02,4.274712166601089824e-02,4.543692432953373717e-02,4.182017900780583830e-02,4.285636391006946572e-02,4.481833559047804921e-02,4.126197581154581601e-02,4.439509753113914103e-02,4.440760706515559098e-02,4.075155937417740404e-02,4.238923097266655837e-02,4.271125980123568339e-02,4.439813421470428789e-02,4.270559166552625324e-02,4.345336052523955661e-02
4.805288368134677524e-02,4.760954355412545802e-02,4.499944999566867637e-02,4.439116849721875396e-02,4.517237414923061523e-02,4.686239360624039341e-02,4.937003801789787566e-02,4.413945384656730447e-02,4.752245029577522456e-02,4.972822951268678071e-02,5.072735135293111874e-02,4.752325246416798377e-02,4.685837667388640521e-02,4.485094150314198475e-02,4.679895319876468951e-02,4.752688217807813503e-02,4.924843225435188154e-02,4.645461618303157320e-02,4.564508064446588798e-02,4.797311110662393768e-02,4.985655032630720296e-02,4.329312297044652508e-02,4.774647223889978004e-02,4.705240792133087713e-02,4.874749097227087241e-02,4.548694112133751244e-02,4.775961939835466491e-02,4.571642910304960644e-02,4.615732861459242997e-02,5.080447639209104832e-02,4.930976927077523192e-02,5.080465506681278165e-02,4.668608982782683492e-02,4.768646991339247493e-02,4.685079977664727280e-02,4.437450113077918284e-02,4.709231826973110657e-02,5.005593290492463265e-02,4.607153712348992930e-02,4.721305457661904847e-02,4.937428637819686605e-02,4.545679421751007421e-02,4.890798891270978915e-02,4.892170864071139491e-02,4.489407990621385042e-02,4.669816057607218546e-02,4.705327742306224942e-02,4.891136041927653111e-02,4.704697741483886142e-02,4.787075068373038145e-02
5.164327747946512170e-02,5.116714250127254310e-02,4.836187563109953930e-02,4.770796714103255065e-02,4.854780497952208840e-02,5.036406786448911072e-02,5.305904327733471787e-02,4.743752834901186072e-02,5.107350676012499535e-02,5.344402089199987854e-02,5.451775590441228919e-02,5.107401555938589910e-02,5.035976129917255073e-02,4.820234851766808104e-02,5.029572485939305670e-02,5.107832141471519566e-02,5.292859280250959697e-02,4.992570317317415740e-02,4.905599948150318051e-02,5.155781996128969147e-02,5.358175595241237987e-02,4.652813756511747084e-02,5.131394487936925819e-02,5.056831394141551861e-02,5.239006004161579633e-02,4.888561561766026353e-02,5.132827127164971831e-02,4.913243414456118507e-02,4.960653571681751528e-02,5.460054191746498142e-02,5.299450415177014290e-02,5.460100302113432558e-02,5.017444215062100837e-02,5.124958276580000860e-02,5.035171372088714792e-02,4.769023223319532323e-02,5.061087670197569194e-02,5.379630399758583009e-02,4.951419711431560844e-02,5.074100937646549431e-02,5.306355446346389809e-02,4.885371694457197461e-02,5.256238157804191125e-02,5.257706642730517604e-02,4.824855905774619313e-02,5.018737712721606237e-02,5.056936757390491366e-02,5.256602963482946700e-02,5.056254341433275706e-02,5.144786144154094715e-02
5.455051860297496086e-02,5.404788995875380725e-02,5.108455751852531562e-02,5.039367023948136681e-02,5.128103301074726783e-02,5.319951363841814856e-02,5.604617022872848686e-02,5.010808518074709450e-02,5.394895088650058373e-02,5.645284078615482593e-02,5.758698481310316891e-02,5.394915518623318029e-02,5.319497385305711756e-02,5.091612306260921705e-02,5.312717004836160772e-02,5.395408441615688611e-02,5.590860229838366668e-02,5.273635934233477512e-02,5.181799540691873346e-02,5.446050919057590645e-02,5.659816650793154935e-02,4.914766617840800322e-02,5.420262113325684944e-02,5.341528990371884056e-02,5.533960116127349671e-02,5.163761651054758761e-02,5.421793965824457662e-02,5.189850255830714271e-02,5.239953705835064673e-02,5.767433637400666557e-02,5.597821690855501325e-02,5.767507624319264531e-02,5.299907222618729236e-02,5.413475176113724530e-02,5.318656361642531971e-02,5.037510456268270986e-02,5.345993801186799815e-02,5.682504528083876655e-02,5.230187196111210635e-02,5.359775009975427384e-02,5.605088316298027090e-02,5.160439421072775951e-02,5.552146494565669832e-02,5.553691917266107697e-02,5.096479291836874398e-02,5.301270004526083268e-02,5.341651457238636574e-02,5.552534108615959918e-02,5.340925611013186414e-02,5.434440832070731864e-02
5.690449526927032070e-02,5.638046336450487639e-02,5.328912370260972808e-02,5.256826836367591710e-02,5.349415054551683729e-02,5.549539247739417036e-02,5.846485988353269936e-02,5.227043141977762153e-02,5.627722592135527002e-02,5.888909763753751025e-02,6.007214864824447081e-02,5.627713021440929053e-02,5.549066470896798359e-02,5.311348879991809047e-02,5.541978502508668192e-02,5.628262454258381453e-02,5.832156402225086717e-02,5.501214850631234304e-02,5.405443200400882053e-02,5.681084099370663221e-02,5.904054382998952938e-02,5.126872155815410254e-02,5.654156199018919859e-02,5.572050968299286505e-02,5.772786958937983770e-02,5.386589616104058703e-02,5.655771359021959099e-02,5.413820005569261462e-02,5.466108033945993316e-02,6.016318255997765707e-02,5.839417683476059301e-02,6.016418787393519596e-02,5.528617076146652431e-02,5.647087104861909373e-02,5.548197567543759062e-02,5.254905687345896165e-02,5.576679649795199256e-02,5.927744731595217809e-02,5.455908258514899356e-02,5.591088312901787427e-02,5.846972713687775824e-02,5.383167782476469543e-02,5.791743448570662450e-02,5.793350180312745179e-02,5.316412746759975605e-02,5.530035407644208478e-02,5.572189018005918593e-02,5.792149848026104109e-02,5.571427224251709193e-02,5.668977486649240394e-02
