,index,model,adj_residual,max_acc,k,x0,code_name,cond,hidden_units,cleanup_units,p_noise,learning_rate
192,0,EQ1,0.011658655249510637,0.9979076135007949,9.435831933523406,0.02537165827513123,64195240,HF_CON,150,10,1,0.0020000000000000013
193,0,EQ1,0.01427578439057189,0.9615435123263448,7.112607989842804,0.014764031176509098,64195240,LF_CON,150,10,1,0.0020000000000000013
194,0,EQ1,0.012988118577046084,0.9999999999999999,4.786770222191487,0.013482193040109305,64195240,HF_INC,150,10,1,0.0020000000000000013
195,0,EQ1,0.0852283206520635,0.8541549476197132,3.1804062180529145,5.386583848298448e-32,64195240,LF_INC,150,10,1,0.0020000000000000013
196,0,EQ1,0.016988800565144492,0.9122242333848003,6.523724542690826,0.029842690705831943,64195240,NW_UN,150,10,1,0.0020000000000000013
197,0,EQ1,0.03147354007930459,0.7601670319112874,11.669846477478222,0.02924146321358523,64195240,NW_AMB,150,10,1,0.0020000000000000013
198,0,EQ1,0.005838300688508461,0.999999850972273,10.036510563103642,0.030494465428951324,64195245,HF_CON,200,10,1,0.0020000000000000013
199,0,EQ1,0.01792579362554528,0.9802804906942638,9.198042332457257,0.01810995288569449,64195245,LF_CON,200,10,1,0.0020000000000000013
200,0,EQ1,0.04539601881301129,0.9772014796414215,5.068313234268973,7.413854820439434e-19,64195245,HF_INC,200,10,1,0.0020000000000000013
201,0,EQ1,0.05110113232854055,0.8677316476459543,3.1673804070948908,9.421575583961164e-18,64195245,LF_INC,200,10,1,0.0020000000000000013
202,0,EQ1,0.044741534281433876,0.8934739250874724,9.429361457451131,0.024307767705063925,64195245,NW_UN,200,10,1,0.0020000000000000013
203,0,EQ1,0.01920442604131197,0.8698506020023108,7.579951092550542,0.020864282567345963,64195245,NW_AMB,200,10,1,0.0020000000000000013
204,0,EQ1,0.024012424331878595,0.9650087500021298,11.19482579797976,0.02339172467555648,64195250,HF_CON,250,10,1,0.0020000000000000013
205,0,EQ1,0.027974608955633657,0.9829959504856343,7.2312253496772145,0.00017336161639532174,64195250,LF_CON,250,10,1,0.0020000000000000013
206,0,EQ1,0.02236826444189243,0.979779811375879,5.357187275280637,0.009583624732261948,64195250,HF_INC,250,10,1,0.0020000000000000013
207,0,EQ1,0.033223068918021875,0.9184704948902568,2.9117808296842314,1.4287894351281877e-18,64195250,LF_INC,250,10,1,0.0020000000000000013
208,0,EQ1,0.019133635861460753,0.8797908437008513,11.515919582813183,0.022253902178301702,64195250,NW_UN,250,10,1,0.0020000000000000013
209,0,EQ1,0.02017474365441313,0.8872465381875444,9.970757930840588,0.02177921738523263,64195250,NW_AMB,250,10,1,0.0020000000000000013
210,0,EQ1,0.009997918386650678,0.9563168556079024,6.549877781670269,0.0633783950476146,64195255,HF_CON,50,15,1,0.0020000000000000013
211,0,EQ1,0.01989068256206489,0.9621898791233021,6.292403486069654,0.06112746154905993,64195255,LF_CON,50,15,1,0.0020000000000000013
212,0,EQ1,0.020520709791118807,0.8932212671632753,5.280367044692477,0.051477391432042656,64195255,HF_INC,50,15,1,0.0020000000000000013
213,0,EQ1,0.018185416778768157,0.6683598866773315,3.145831585949933,0.03607800497933456,64195255,LF_INC,50,15,1,0.0020000000000000013
