epoch,timetick,intercept,os,op,ps,wf,wlen,ons,pns,os_op,os_ps,op_ps,os_op_ps,convert,model
10,12,-2.95110862441547,0.175367920872666,-0.0926648188922338,0.300087966971004,1.32652631533625,0.2276711507466,0.332283266592158,0.520977152176921,0.0193616593279357,-0.0905780882850227,-0.064513731874379,0.00490140603540196,TRUE,1
100,12,1.17268203587758,0.108570099406957,0.12905232189149,0.186457176161214,1.61632218362311,0.318778575779266,0.156224049732467,0.276212154293482,-0.0417185644265813,-0.0507702254724534,0.0586613693005966,0.00668040437966407,TRUE,1
100,6,0.870157432751076,0.133292839534711,0.0812617590799586,0.225437622121368,1.47664744871991,0.225479983540708,0.214999714877575,0.22617035536489,0.0228165036054272,-0.0557928158933283,0.0400707634463453,0.0213960181690135,TRUE,1
20,12,-1.49795208633354,0.156429039128098,0.0230324850800538,0.214922833633178,1.44306084792264,0.403023669856638,0.472058880182057,0.220421692903894,0.112166580988392,-0.0574151893413091,-0.0195725531607811,-0.0100718806351746,TRUE,1
20,6,-1.88937550581077,0.230669118030414,0.0425115104339246,0.198485819949892,1.38285285233623,0.287703848162815,0.543954045139511,0.224248964227058,0.0588440859073202,-0.0772618519188247,-0.00776784895174516,0.00126901748675512,TRUE,1
200,12,4.48562305522877,0.197337309341639,-0.0622668472835332,0.229228753227763,2.59793561270375,0.196659437206968,0.0182870552863096,0.182423577326932,0.0443955449525266,-0.0680295874367517,-0.0809909080362049,0.0217356754107506,TRUE,1
200,2,-0.542867184421619,0.245531645193257,0.027054357776781,0.0860521324279841,1.11868733575997,0.0280535026488248,0.218842655597481,0.326958000663235,0.101138244403961,-0.0560380246295471,0.0582018682644356,-0.0347463089458979,TRUE,1
200,6,3.86416782954664,0.147379532864409,-0.0520615362599367,0.194504219260072,2.41731507410877,0.198644446979257,0.0197013785320607,0.183655839657428,-0.00479240754790687,-0.0572674075465969,-0.108577617927038,0.0330538169015468,TRUE,1
300,12,6.87363567028265,-0.11979818909479,0.0486850127212436,0.42099791211058,3.45478459809863,0.142942647577814,-0.0467666893737271,0.275354856231388,0.187525553748044,0.020422720415622,-0.218244773117571,0.190170398420418,TRUE,1
300,2,0.790480559605614,0.117078383607604,0.105114792181886,0.106007121382275,1.27084163290361,0.0465718576061894,0.188076042578857,0.198039388571962,0.0342386707499574,-0.0303408941838017,0.0411211267110161,-0.007217209044911,TRUE,1
300,6,6.17748947696228,-0.109197637214189,0.200612233007179,0.250948510423396,3.1581024053847,0.106209311670919,-0.0963112423201316,0.380781810982957,0.220316188202552,0.114820481837398,-0.361780181043782,0.32803272053607,TRUE,1
50,12,-0.207138361834857,0.285521742078104,-0.0150764451923637,0.112143637082828,1.32391299609219,0.282383236930385,0.280070049699381,0.127526106006767,0.0722685550143586,-0.0461030985621551,0.033689125772574,-0.0125292037694413,TRUE,1
50,6,-0.330680562721494,0.241932582974368,0.0110217697579582,0.145734744071495,1.23859292349605,0.207476704851478,0.290601499625146,0.175757639696623,0.10003565661743,-0.0461875314846911,0.0351944800971378,-0.0306782025043459,TRUE,1
10,12,-0.0120052569230516,-0.0782449103066715,0.0262258298241374,-0.0384635759505288,-0.364316879481074,-0.0300531322916971,-0.050915632431075,-0.109442395594574,0.0663873236200301,0.0273641581875941,0.0511221417826056,-0.0351057311313217,TRUE,2
100,12,-0.00917486395708824,-0.0652479053142973,0.0203837648078956,-0.0459634531144591,-0.344123844371721,-0.109280651879247,-0.0586362755738275,-0.0800354824082118,-0.030509140750575,0.0161074328978282,0.00752191314920205,-0.00333886311857131,TRUE,2
100,6,-0.006100288399849,-0.106216196563042,-0.00218741602697088,-0.00387447682014869,-0.350965666037672,-0.0541573524537237,-0.0810644422264229,-0.0307573956790272,-0.0353888885032651,0.0131978139672747,-0.00812239692393883,0.00437567965874791,TRUE,2
20,12,-0.010200851350475,-0.0881821641535594,-0.00383521529518337,-0.0354020996184644,-0.268455094644402,0.0059896034165392,-0.0979357259650504,-0.0491313700622972,-0.00823380519053196,0.0195083885230858,-0.0153117286147182,0.0188271436130162,TRUE,2
20,6,-0.0119553311540238,-0.0430388495781702,0.0053257570778004,-0.0538001470116526,-0.283982376215576,0.0281424127090871,-0.0586856931009035,-0.0977593441206708,-0.0447687846683841,0.00834114203920426,0.0597694053155521,0.0150045530703774,TRUE,2
200,12,-0.00122234591099521,-0.0570399786246713,0.0139490187698081,-0.0107770484481618,-0.399723477719265,-0.163046995241803,-0.0777217373408026,-0.0309487400312365,0.00728892744276856,0.000419425764817551,0.0138123626008418,-0.0057134242395455,TRUE,2
200,2,0.00303908988492635,-0.0430514839305439,0.00722478236048743,-0.0184659692517103,-0.365934039899984,0.0717863527148769,-0.0659285494239949,0.00813812552656761,0.0330677082126717,-0.0099572446393411,0.0175127726328632,-0.0158875485955271,TRUE,2
200,6,-0.00429758606635761,-0.064758551859685,-0.0178793816837377,-0.0547671049066474,-0.400826386306664,-0.139341534830052,-0.114342043255623,-0.0695347592785137,-0.0050053069667828,0.00750223735816623,0.00270651304263252,0.00108471956472335,TRUE,2
300,12,-0.00781965845408608,-0.0365556393494025,0.00772767159955922,-0.0646290337595058,-0.248928214454553,-0.063453477082762,-0.0267196682870445,-0.0690018998221662,-0.0137458842031492,0.0117881286502201,0.0215031047865985,-0.00836822348065011,TRUE,2
300,2,-0.0139113308550745,-0.114371774836136,-0.0211032200538622,-0.0496205923555181,-0.447904394220103,-0.0128503456279488,-0.0718855847839318,-0.0797609166600224,-0.0307028949857536,0.0251615779055528,0.000180907646243638,0.00821853806278896,TRUE,2
300,6,-0.00884463502771518,-0.0512395027182478,0.0327947565432729,-0.0545861868972687,-0.313136783247626,-0.0979839547396448,-0.077065975166205,-0.0462985690526886,-0.00988211192382722,0.015359534484041,0.00292716287431486,-0.00125308730710848,TRUE,2
50,12,-0.00127526204541419,-0.0863285817974789,-0.0207126478006654,-0.0284655015442356,-0.275109911410548,-0.0661409672931157,-0.121542783224119,-0.108598612936366,-0.0629421008055261,0.00603616957619982,-0.0217656319593138,0.0188798627288472,TRUE,2
50,6,-0.00560669752596089,-0.0989865821684917,0.0143796813618316,-0.013735186080634,-0.320207054456571,-0.0120999751089572,-0.113501223179846,0.00467208180939195,-0.0391005233925022,0.0126860587412536,-0.00826377556059513,0.000534414629094199,TRUE,2
10,12,-3.22914587601368,0.504314733557969,-0.0786362113325905,0.0950689058918934,1.61333284880488,-0.191765452773671,-0.0786743206609013,0.44315930798242,0.00990240925072066,0.101955843425899,-0.0923735032820321,0.000111575734764456,TRUE,3
100,12,1.10685456039466,0.3205609284607,0.164549020167687,0.0145990313875447,1.67551869359556,0.0326392180736913,-0.041286689772437,0.27971708989609,-0.00786145070281572,0.092050896125524,0.0337565489767723,-0.0702395421333646,TRUE,3
100,6,0.805304958147047,0.365886617282623,0.0928101574756998,0.0511991585686134,1.51432610472113,-0.0915730005093612,-0.0129728347472803,0.225693331744303,-0.0351399290285101,0.0914002292053962,0.054226252184096,-0.0796142324299245,TRUE,3
20,12,-1.76858426381836,0.486672706970141,-0.0226706295100383,-0.0159916823163391,1.68281238893242,0.0262327816653502,0.236783525181826,0.0980126001277756,-0.0149547947357436,0.163870383423555,0.0200172926741123,0.0620404094813883,TRUE,3
20,6,-2.15510881083811,0.502299539611397,-0.0154795933774034,-0.0307973526552944,1.65062726942958,-0.144250589251809,0.276089250128487,0.01206072405799,0.0135741677484825,0.116018452634379,0.03789376961865,0.067937229738132,TRUE,3
200,12,4.62804576241414,0.482904062029951,-0.113212337391311,0.264018307290905,2.58381872436575,-0.332209636453106,-0.530862620586323,0.351518647329592,-0.172990245165914,0.256581699183492,0.101768302545038,-0.138611712171961,TRUE,3
200,2,-0.557581850311392,0.335146071732186,0.00348025340999427,-0.0206288177309278,1.29768873777988,-0.264405660005352,-0.0851558721428505,0.258200115400558,-0.0173148528770207,0.0382008878768655,0.0656803975167957,0.054805904547517,TRUE,3
200,6,3.9921819833847,0.468205981377939,-0.100623985565727,0.0957139972027489,2.42356620103444,-0.166880415184721,-0.372531577846286,0.225181446337604,-0.115590563085554,0.163276272278621,-0.0651044353225313,-0.153263078752826,TRUE,3
300,12,6.85837164799605,0.389817045519244,0.150747735038552,0.197997171257495,3.13965466638052,-0.368914991508031,-0.405428356171909,0.412740286228098,-0.0479127178519963,0.365654251460563,0.215576552742616,0.169356180385635,TRUE,3
300,2,0.838296591980504,0.35551860977592,0.118871199575264,0.0576675483041462,1.37812643378361,-0.245622811620121,-0.0364331650234514,0.136800882878265,0.0279678113289811,0.0242869183843576,0.000595858518771305,0.0208797341738492,TRUE,3
300,6,6.4511169835129,0.309343353903253,0.311726872708408,0.0629646990891355,2.9772006536916,-0.382136455258482,-0.377131838677796,0.48831920909282,-0.15603860535483,0.261403062458516,0.135993182235332,0.286678437339799,TRUE,3
50,12,-0.308891666816959,0.357438481966568,-0.0192396390756329,-0.00915643257132737,1.44386040202506,-0.0746045114276665,-0.0450278610142846,0.078496035420846,-0.0436974581062865,0.0723885131358308,0.0356237163650862,0.008279682494835,TRUE,3
50,6,-0.380452020226188,0.378777955444233,0.00901983364662029,0.0124640103984898,1.33251125916039,-0.10547045806163,-0.0110052918743463,0.158569629065926,-0.0381040376290671,0.085100126322394,0.0605312968631385,0.00315615350569965,TRUE,3
10,12,-0.00248952824590807,-0.280969908667254,0.00856300506291425,-0.0108961577470204,-0.524710620779994,-0.0239950117612213,-0.0583792534999364,-0.0990633611137995,-0.01718621964201,-0.0104034242670419,0.00315142158289125,-0.0300615418458668,TRUE,4
100,12,0.00360231297227971,-0.0587423429257708,0.039601892219326,-0.0415875921684335,-0.378690273349796,-0.074375443557746,-0.00781393908793346,-0.0472361977955499,0.028160520336902,-0.00145775999483827,-0.0127129958957823,-0.0258820250191157,TRUE,4
100,6,0.00451967426725571,-0.103460962602054,0.0115674710334125,0.005398178203457,-0.413266128599814,-0.0026463754681253,0.00906974889828228,0.0025855712712336,0.00599815775373103,-0.0171753009542407,-0.0293354863233794,-0.0307263951631054,TRUE,4
20,12,0.0118501729100838,-0.161574087184888,0.0181389129802424,-0.00332580163547027,-0.311092311057165,0.031283821209183,-0.051903477233788,0.00966330887890432,0.0271639762783102,-0.0151404717496154,-0.0394565433324762,-0.0404440771287575,TRUE,4
20,6,0.0097287449391748,-0.183078771090565,-0.000996663199072238,0.00804179916307221,-0.351141806759795,0.0250555011306958,-0.0351652657221901,-0.0681676616241201,0.016582178466838,-0.0500653570109237,0.0205302982323245,-0.0393986155700372,TRUE,4
200,12,-0.000337658614283178,-0.066233501890213,0.0120693765876343,0.0120650852395015,-0.451877958589557,-0.150879862949602,-0.0513956822158521,-0.00267495073708169,-0.0108717222702498,-0.0175169446080694,0.0268283911836136,0.0151448226572107,TRUE,4
200,2,0.0087472071159656,-0.0795192108476376,0.00734106602012775,-0.00361761331538655,-0.409183527005684,0.079676740637065,-0.00795553050105886,-0.000823815206008452,0.0473424541349539,-0.0192202757008457,-0.00123444687420368,-0.0121911766404307,TRUE,4
200,6,0.00108027544062014,-0.110658740269162,-0.0045626733514717,-0.0228237795436733,-0.457759311974371,-0.0614098957389956,-0.0365164487470034,-0.0501057617926679,-0.00378857354322784,-0.00526498679449309,-0.0183627607393825,-0.0195598654791813,TRUE,4
300,12,-0.0029647264658347,-0.0727232335312696,0.00646953509605989,-0.0450276693149156,-0.268575434420997,-0.0330873731596464,0.0327561999050656,-0.0729678164373714,-0.0104217576657374,0.0127847279876216,0.0119006884781902,-0.0121752096506474,TRUE,4
300,2,0.00826264225410013,-0.123262137209107,-0.00147402496885101,0.0017272937551729,-0.503383030929313,0.0434948329926847,0.0168714887382086,-0.0577402432181103,0.0223654217128967,-0.03616190757313,-0.0302089570393544,-0.0237082238904145,TRUE,4
300,6,0.000204854754633373,-0.103147630486549,0.0274760553434166,-0.0168883336769249,-0.358946358854837,-0.0440521085511328,-0.0217087640457899,-0.0313087935794235,-0.0332429949764062,-0.023788573710651,0.00631208573654964,0.0101727377875002,TRUE,4
